A,B,result,RefD
Capacitor,Dielectric,0,-0.021774927
Newton's_laws_of_motion,Physics,1,-0.065289149
Position_(vector),Gravitational_acceleration,0,0.051118488
Electromagnetic_radiation,Wavelength,0,-0.023483556
Newton's_law_of_universal_gravitation,Telescope,0,0.022254997
Elasticity_(physics),Deformation_(engineering),1,-0.10350264
Intensity_(physics),Sound_intensity,0,0.015211527
Doppler_effect,Frequency,1,0.135824899
Euclidean_vector,Inertial_frame_of_reference,0,-0.029898718
Standing_wave,Amplitude,1,-0.019260688
Electromotive_force,Physics,1,0.178921843
Force,Direction_(geometry),0,-0.335687483
Hertz,Electromagnetic_radiation,0,0.052068096
Electroscope,Coulomb's_law,0,0.17674589
Gravitational_field,Newton's_law_of_universal_gravitation,1,0.29226959
Distance,Length,0,-0.042318614
Standing_wave,Voltage,0,0.055242104
Position_(vector),Equations_of_motion,0,0.183376043
Work_(physics),Torque,0,-0.116056862
Magnet,Potential_energy,0,0.011316199
Mass,Potential_energy,0,-0.217824975
Electrostatics,Electrical_conductor,0,-0.06035509
Newton's_laws_of_motion,Contact_force,0,-0.2571219
Capacitance,Potential_energy,0,0.012294265
Contact_force,Force,1,0.464029388
Physics,Electrostatics,0,-0.283913129
Field_line,Velocity,0,0.225300845
Intensity_(physics),Distance,0,0.136318575
Electric_potential,Coulomb,0,0.123402806
Hardness,Force,1,0.10770952
Magnetic_field,Velocity,0,0.010749762
Physics,Electromagnetic_spectrum,0,-0.012121447
Hooke's_law,Metre,0,0.049716216
Newton's_law_of_universal_gravitation,Free_fall,0,-0.16652499
Refractive_index,Physics,1,0.113508651
Frequency,Electromagnetic_spectrum,0,-0.261080878
Force,Plasticity_(physics),0,-0.105325098
Magnetic_field,Equations_of_motion,0,-0.082365352
Fatigue_(material),Deformation_(engineering),1,-0.103599329
Physics,Transverse_wave,0,-0.048969856
Geometrical_optics,Refractive_index,0,0.164285388
Electron,Joule,0,-0.061950335
Euclidean_vector,Field_(physics),0,-0.094423063
Electric_potential,Euclidean_vector,1,0.062843746
Friction,Mass,0,-0.050908771
Distance,Electric_potential_energy,0,-0.020888896
Collision,Physics,1,0.180182208
Friction,Kinetic_energy,0,-0.12514907
Temperature,Force,0,0.019685779
Dispersion_(optics),Distance,0,0.003793597
Displacement_(vector),Euclidean_vector,1,0.04556635
Gravity,Acceleration,0,0.00087518
Acceleration,Energy,0,0.382938564
Ray_(optics),Light,1,0.273526049
Mirror_image,Reflection_(physics),1,0.085255913
Absorption_spectroscopy,Length,0,0.007834814
Physics,Elastic_collision,0,-0.257982972
Energy,Inelastic_collision,0,-0.139838453
Euclidean_vector,Mechanical_energy,0,0.001489944
Energy,Electric_potential,0,-0.142190652
Capacitance,Electric_charge,1,0.126966996
Magnet,Electromagnetic_spectrum,0,0.011608281
Friction,Coulomb,0,-0.008534237
Angle_of_incidence,Refractive_index,0,0.030290329
Energy,Emission_spectrum,0,-0.110102551
Speed,Dispersion_(optics),0,0.017916636
Motion_graphs_and_derivatives,Position_(vector),1,0.013640658
Mass,Planet,0,-0.131367037
Electrical_conductor,Electroscope,0,-0.192066316
Potential_energy,Metre,0,0.091005586
Energy_level,Emission_spectrum,0,-0.051972576
Physics,Motion_graphs_and_derivatives,0,-0.293113247
Electrical_conductor,Electrical_resistance_and_conductance,0,0.062151805
Acceleration,Position_(vector),1,-0.324244922
Lever,Velocity,0,0.030694368
Shock_wave,Wave,1,0.057981284
Speed,Electromagnetic_spectrum,0,0.007713018
Absorption_spectroscopy,Energy,1,0.098585686
Electromagnetic_spectrum,Electromagnetic_radiation,1,0.1222114
Energy,Electromotive_force,0,-0.135858453
Distance,Potential_energy,0,-0.057528506
Potential_energy,Force,1,0.078337048
Refraction,Frequency,0,0.023991078
Electric_potential_energy,Electron,0,0.144049859
Energy,Mirror_image,0,-0.047464531
Electromotive_force,Electrical_resistance_and_conductance,0,-0.011664186
Tension_(physics),Physics,1,0.288222532
Electromagnetic_radiation,Diffraction,0,-0.040313174
Mechanical_energy,Kinetic_energy,1,0.259399806
Magnetism,Energy,0,0.057118306
Specular_reflection,Angle_of_incidence,1,0.066088581
Magnetic_field,Mechanical_energy,0,-0.067885645
Wave,Transverse_wave,0,0.000871661
Gravity,Free_fall,0,-0.263458458
Magnification,Optical_microscope,0,0.119897839
Wave,Total_internal_reflection,0,-0.093803972
Euclidean_vector,Torque,0,-0.014137706
Deformation_(engineering),Hardness,0,-0.066407309
Interference_(wave_propagation),Velocity,0,0.03336093
Distance,Elastic_collision,0,-0.071162941
Emission_spectrum,Collision,0,0.010482548
Electron,Emission_spectrum,0,-0.238859117
Wave,Length,0,0.010459867
Force,Power_(physics),0,-0.293827545
Angle_of_incidence,Total_internal_reflection,0,-0.010407714
Compass,Direction_(geometry),0,0.005253272
Field_(physics),Electromagnetic_spectrum,0,0.024942919
Newton's_law_of_universal_gravitation,Gravitational_field,0,-0.29226959
Standing_wave,Hertz,0,0.068378577
Frame_of_reference,Mass,0,0.065373906
Projectile_motion,Position_(vector),1,-0.011176863
Gravity_of_Earth,Non-inertial_reference_frame,0,-0.036938883
Position_(vector),Velocity,0,0.299743927
Acceleration,Displacement_(vector),1,-0.161170305
Electrical_resistance_and_conductance,Voltage,1,0.057063971
Electron,Doppler_effect,0,-0.021206098
Hardness,Energy,0,0.051334822
Direction_(geometry),Euclidean_vector,0,0.1192897
Field_line,Mass,0,0.115611513
Physics,Rarefaction,0,-0.268830063
Telescope,Planet,0,0.013381657
Electromagnetic_radiation,Electric_field,1,-0.172266491
Electromagnetic_spectrum,Absorption_spectroscopy,1,-0.156196755
Energy,Magnet,0,-0.077440927
Magnification,Refracting_telescope,0,0.041662682
Joule,Kinetic_energy,0,0.087515154
Acceleration,Distance,1,0.25659654
Speed,Acceleration,0,-0.15863009
Energy,Kinetic_energy,0,-0.272235989
Real_image,Ray_(optics),0,0.241333653
Photoelectric_effect,Hertz,0,-0.061692465
Potential_energy,Electrostatics,0,-0.027880374
Diffraction,Physics,1,0.14299844
Mirror_image,Geometrical_optics,0,0.01533132
Wave,Crest_(physics),0,-0.489419731
Equations_of_motion,Acceleration,1,-0.067532035
Gravitational_acceleration,Velocity,1,0.139925916
Magnet,Length,0,0.008436266
Projectile_motion,Speed,1,0.127519566
Coulomb's_law,Electrostatics,0,-0.05228035
Electric_field,Magnetism,0,0.127166655
Electric_field,Wavelength,0,-0.07196449
Speed,Work_(physics),0,-0.07842623
Gravitational_acceleration,Position_(vector),1,-0.051118488
Acceleration,Sonic_boom,0,0.0
Mass,Absorption_spectroscopy,0,-0.060764898
Photoelectric_effect,Electroscope,0,-0.055046699
Newton's_law_of_universal_gravitation,Coulomb's_law,0,-0.054787703
Field_line,Magnetic_field,0,0.311697866
Magnetic_field,Physics,1,0.139750976
Gravitational_acceleration,Mass,1,0.406732364
Refracting_telescope,Gravity,0,0.060433267
Coulomb's_law,Field_(physics),0,-0.057391372
Shock_wave,Physics,1,0.046704278
Power_(physics),Velocity,0,-0.028108544
Plane_mirror,Reflection_(physics),0,0.14698976
Mechanical_energy,Position_(vector),1,-0.037555092
Mechanical_energy,Mass,1,0.404236255
Electromotive_force,Energy,1,0.135858453
Force,Metre,0,0.107486238
Displacement_(vector),Mass,0,0.388532516
Pitch_(music),Hertz,0,0.06451973
Le_Sage's_theory_of_gravitation,Elastic_collision,0,0.021236586
Gravity_of_Earth,Acceleration,1,0.045019057
Geometrical_optics,Wavelength,0,0.214596748
Series_and_parallel_circuits,Ohm's_law,1,0.178122955
Energy_level,Wavelength,0,0.095909299
Laser,Dispersion_(optics),0,-0.014444914
Coulomb's_law,Electric_field,0,0.014481019
Free_fall,Physics,1,0.202199802
Electrostatics,Coulomb,0,0.174515196
Electromagnetic_radiation,Energy_level,0,-0.055401083
Euclidean_vector,Distance,0,0.027150097
Force,Hooke's_law,0,-0.148687296
Inelastic_collision,Kinetic_energy,1,0.469444889
Motion_(physics),Free_fall,0,-0.039397348
Electric_potential,Position_(vector),1,-0.002632025
Scalar_(mathematics),Euclidean_vector,0,0.206654397
Le_Sage's_theory_of_gravitation,Force,1,0.087956314
Force,Lever,0,-0.247945116
Electric_current,Emission_spectrum,0,-0.031134705
Gravitational_field,Gravity_of_Earth,0,0.033821571
Plasticity_(physics),Force,1,0.105325098
Emission_spectrum,Force,1,0.028991827
Sound_intensity,Sound,1,0.180565355
Mass,Projectile_motion,0,-0.206340689
Amplitude,Frequency,0,0.156587441
Energy,Gravitational_field,0,-0.337567163
Optical_microscope,Light,1,0.035806147
Hooke's_law,Energy,0,0.073527486
Electrical_resistance_and_conductance,Ohm's_law,1,0.067650203
Force,Kilogram,0,0.05040725
Motion_(physics),Elastic_collision,0,-0.139834509
Gravity,Newton's_law_of_universal_gravitation,0,0.017280213
Wave,Refraction,0,-0.065306007
Motion_(physics),Frame_of_reference,0,0.104838805
Tension_(physics),Transverse_wave,0,-0.019001059
Telescope,Wavelength,0,0.096440074
Voltage,Series_and_parallel_circuits,0,-0.126368758
Joule,Potential_energy,0,0.057802387
Electric_potential,Distance,1,0.030101684
Electron,Field_line,0,-0.146951384
Insulator_(electricity),Dielectric,0,-0.229285193
Distance,Mechanical_energy,0,-0.057302602
Energy,Velocity,0,-0.399469009
Huygens–Fresnel_principle,Wavelength,0,0.089529444
Refractive_index,Length,0,-0.057330924
Strength_of_materials,Plasticity_(physics),1,0.022241546
Distance,Velocity,0,-0.263911214
Le_Sage's_theory_of_gravitation,Gravity,1,0.140946119
Electric_potential_energy,Potential_energy,1,0.097630454
Joule,Capacitance,0,-0.132160694
Ray_(optics),Snell's_law,0,0.082300415
Kinetic_energy,Mechanical_energy,0,-0.259399806
Le_Sage's_theory_of_gravitation,Distance,1,0.021104751
Emission_spectrum,Magnetic_field,1,0.093150528
Force,Inelastic_collision,0,-0.20276401
Tension_(physics),Velocity,0,0.169444945
Elasticity_(physics),Wave,0,-0.02789211
Euclidean_vector,Force,0,0.059039899
Magnet,Distance,0,0.003643651
Electrical_conductor,Electromagnetic_radiation,0,0.329411503
Hooke's_law,Length,1,0.012652058
Gravity,Gravitational_acceleration,0,-0.305858134
Gravitational_field,Distance,1,0.058195541
Crest_(physics),Amplitude,0,0.494728421
Physics,Newton's_law_of_universal_gravitation,0,-0.182334021
Potential_energy,Gravitational_field,0,-0.116645325
Shock_wave,Motion_(physics),1,-0.00038152
Newton's_law_of_universal_gravitation,Velocity,0,-0.228872422
Elastic_collision,Motion_(physics),1,0.139834509
Force,Tension_(physics),0,-0.403064058
Amplitude,Voltage,0,0.173632208
Electromagnetic_spectrum,Magnet,1,-0.011608281
Friction,Electrical_resistance_and_conductance,0,-0.009239299
Gravity,Gravitational_constant,0,0.021155989
Intensity_(physics),Speed,0,0.125586743
Acceleration,Friction,0,0.303171475
Physics,Plasticity_(physics),0,-0.130285945
Potential_energy,Torque,0,-0.156109796
Rarefaction,Mass,0,0.05367644
Electric_current,Power_(physics),0,0.009908452
Doppler_effect,Wavelength,1,0.097969835
Potential_energy,Coulomb,0,0.029990811
Electron,Photoelectric_effect,0,-0.144990482
Wave,Dielectric,0,-0.010531377
Reflection_(physics),Diffraction,0,0.056012254
Dielectric,Torque,0,0.034411728
Normal_force,Contact_force,1,-0.264541338
Electric_field,Field_line,0,-0.135598086
Frequency,Interference_(wave_propagation),0,-0.099983281
Potential_energy,Kinetic_energy,0,-0.031556831
Doppler_effect,Distance,1,0.008602483
Electron,Frequency,0,-0.029404354
Gravitational_acceleration,Potential_energy,0,0.132947641
Torque,Power_(physics),0,-0.025497812
Electromotive_force,Coulomb's_law,1,-0.061470559
Gravity,Le_Sage's_theory_of_gravitation,0,-0.140946119
Photoelectric_effect,Collision,0,-0.004836189
Friction,Normal_force,0,-0.238328776
Motion_(physics),Relative_velocity,0,-0.348869098
Electromagnetic_spectrum,Frequency,1,0.261080878
Magnetic_field,Mirror_image,0,-0.017648795
Gravitational_acceleration,Displacement_(vector),1,0.045439756
Strength_of_materials,Fracture,1,0.135671624
Intensity_(physics),Metre,0,0.250325357
Distance,Electric_potential,0,-0.030101684
Speed,Gravitational_field,0,-0.186954516
Mass,Electron,0,0.013892273
Motion_(physics),Electric_potential_energy,0,-0.026331971
Relative_velocity,Motion_(physics),1,0.348869098
Temperature,Field_(physics),0,-0.051824609
Hooke's_law,Amplitude,0,0.00798881
Sound_intensity,Energy,1,0.102227067
Sonic_boom,Mass,0,0.009968743
Distance,Relative_velocity,0,-0.241170754
Position_(vector),Displacement_(vector),0,0.211204017
Wave,Hertz,0,0.011923391
Newton's_laws_of_motion,Force,1,-0.152744917
Sound_intensity,Wave,0,0.079034259
Scalar_multiplication,Scalar_(mathematics),1,0.022164379
Electric_potential_energy,Work_(physics),1,0.090533118
Force,Magnetic_field,0,-0.021959278
Coulomb's_law,Electric_potential_energy,0,0.056093334
Velocity,Mechanical_energy,0,-0.047366918
Electrostatics,Position_(vector),1,0.008137961
Gravity_of_Earth,Physics,1,0.149459303
Total_internal_reflection,Reflection_(physics),1,0.033089788
Refractive_index,Dispersion_(optics),0,-0.272874209
Inelastic_collision,Energy,1,0.139838453
Elasticity_(physics),Distance,0,0.015246382
Refracting_telescope,Virtual_image,0,-0.073989845
Magnetic_field,Electromagnetic_spectrum,0,-0.085437596
Telescope,Dispersion_(optics),0,0.011765672
Laser,Diffraction,0,-0.081083576
Euclidean_vector,Work_(physics),0,-0.025945538
Acceleration,Potential_energy,0,0.171491292
Fracture,Light,0,0.004605722
Electromagnetic_radiation,Magnet,1,-0.223501278
Intensity_(physics),Interference_(wave_propagation),0,-0.007330045
Acceleration,Direction_(geometry),0,-0.324244922
Magnet,Voltage,0,0.20413393
Virtual_image,Plane_mirror,0,-0.074360147
Energy,Field_(physics),0,-0.084386858
Potential_energy,Velocity,0,-0.173798565
Electric_current,Dielectric,0,-0.27596247
Hooke's_law,Tension_(physics),0,-0.161338609
Velocity,Relative_velocity,0,-0.314908426
Interference_(wave_propagation),Length,0,0.023814079
Acceleration,Speed,1,0.15863009
Mass,Gravitational_field,0,-0.349817228
Magnet,Electrical_resistance_and_conductance,0,0.187204999
Wavelength,Physics,1,0.106711062
Wave,Electromagnetic_spectrum,0,-0.048882346
Mechanical_energy,Force,1,0.111845885
Mass,Frequency,0,0.086943831
Electron,Motion_(physics),0,-0.124315413
Emission_spectrum,Temperature,0,0.093413336
Mirror_image,Plane_mirror,1,-0.004974352
Euclidean_vector,Position_(vector),0,-0.1192897
Electrical_resistance_and_conductance,Ohmmeter,0,-0.046992194
Magnet,Kilogram,0,0.045956583
Scattering,Laser,0,0.103503142
Frequency,Standing_wave,0,-0.041035355
Absorption_spectroscopy,Frequency,1,0.106333028
Electric_potential,Mass,0,0.105212936
Mass,Kinetic_energy,0,-0.266969556
Le_Sage's_theory_of_gravitation,Motion_(physics),1,0.039207294
Absorption_spectroscopy,Wavelength,1,0.223275658
Elasticity_(physics),Hardness,0,-0.140462891
Force,Le_Sage's_theory_of_gravitation,0,-0.087956314
Electrostatics,Displacement_(vector),1,0.025882203
Emission_spectrum,Physics,1,0.146712862
Motion_(physics),Acceleration,0,-0.080293665
Voltage,Hertz,0,-0.005856024
Laser,Physics,0,0.029164134
Wave,Shock_wave,0,-0.057981284
Energy,Photoelectric_effect,0,-0.053578833
Electron,Field_(physics),0,-0.137587192
Gravitational_acceleration,Speed,1,0.087333273
Magnet,Energy,0,0.077440927
Wavelength,Snell's_law,0,-0.203575209
Mass,Kilogram,0,-0.05548261
Torque,Velocity,0,-0.052955723
Hardness,Fracture,1,0.046153407
Doppler_effect,Velocity,1,0.048627943
Motion_(physics),Force,0,0.144544044
Work_(physics),Electrostatics,0,-0.078805511
Transmission_medium,Physics,1,0.087303857
Intensity_(physics),Electric_field,0,0.243272666
Displacement_(vector),Velocity,0,0.13246649
Wave,Standing_wave,0,0.050766339
Speed,Equations_of_motion,0,-0.153271408
Mechanical_energy,Physics,1,0.247062948
Magnetic_field,Gravity_of_Earth,0,-0.066083744
Friction,Mechanical_energy,0,-0.119318016
Physics,Wave,0,-0.180199544
Euclidean_vector,Electric_potential,0,-0.062843746
Dielectric,Energy,1,0.107596735
Stiffness,Force,1,0.230161512
Gravitational_acceleration,Free_fall,0,0.030001929
Interference_(wave_propagation),Physics,1,0.188733841
Electron,Coulomb,0,-0.172363894
Displacement_(vector),Stiffness,0,-0.051305104
Motion_(physics),Le_Sage's_theory_of_gravitation,0,-0.039207294
Series_and_parallel_circuits,Electrical_resistance_and_conductance,1,0.134434501
Hertz,Frequency,1,0.102655223
Electromotive_force,Work_(physics),0,0.05541155
Specular_reflection,Euclidean_vector,0,0.052419872
Rarefaction,Physics,1,0.268830063
Electrostatics,Potential_energy,1,0.027880374
Projectile_motion,Free_fall,0,-0.007851581
Position_(vector),Free_fall,0,0.026937428
Wave,Emission_spectrum,0,-0.045780227
Mirror_image,Distance,0,0.027973305
Electromotive_force,Electric_field,1,-0.048039852
Mass,Equations_of_motion,0,-0.168195395
Electric_potential_energy,Position_(vector),1,-0.033704252
Diffraction,Electron,0,0.105292343
Gravity_of_Earth,Newton's_law_of_universal_gravitation,0,0.052662144
Newton's_law_of_universal_gravitation,Electric_field,0,-0.008869376
Magnetism,Temperature,0,0.02775652
Refractive_index,Ray_(optics),0,-0.277581986
Motion_(physics),Speed,0,0.144064522
Energy,Coulomb,0,-0.142124189
Snell's_law,Total_internal_reflection,0,0.011877318
Dielectric,Electromagnetic_spectrum,0,0.00644852
Total_internal_reflection,Light,1,0.172010772
Emission_spectrum,Energy,1,0.110102551
Force,Work_(physics),0,-0.139716173
Gravitational_field,Physics,1,0.331290306
Magnetic_field,Emission_spectrum,0,-0.093150528
Inelastic_collision,Mass,1,0.223204263
Energy,Sound_intensity,0,-0.102227067
Interference_(wave_propagation),Amplitude,1,0.030917073
Kinetic_energy,Physics,1,0.195328365
Mechanical_energy,Gravitational_field,0,0.006908883
Inelastic_collision,Force,1,0.20276401
Capacitance,Force,0,0.059030824
Inertial_frame_of_reference,Distance,1,0.078553703
Energy,Energy_level,0,-0.015018586
Free_fall,Displacement_(vector),1,0.038045949
Light,Reflection_(physics),0,-0.147843832
Electromotive_force,Voltage,1,-0.07318771
Electric_potential,Electroscope,0,-0.172551947
Dispersion_(optics),Physics,1,0.042269513
Magnetic_field,Planet,0,-0.055636656
Magnetic_field,Force,1,0.021959278
Friction,Gravity,0,-0.080806585
Elastic_collision,Mechanical_energy,0,0.074174676
Light,Inertial_frame_of_reference,0,-0.014801815
Electrical_resistance_and_conductance,Ohm,0,0.099451956
Mass,Inelastic_collision,0,-0.223204263
Collision,Elastic_collision,0,0.042844897
Snell's_law,Telescope,0,0.071895595
Energy,Joule,0,-0.243880123
Magnetism,Field_line,0,-0.147056571
Electromagnetic_radiation,Dispersion_(optics),0,0.01287757
Elasticity_(physics),Field_(physics),0,-0.015254041
Specular_reflection,Distance,0,0.019873897
Displacement_(vector),Acceleration,0,0.161170305
Magnetic_field,Absorption_spectroscopy,0,-0.098061388
Normal_force,Physics,1,0.329711662
Free_fall,Position_(vector),1,-0.026937428
Displacement_(vector),Gravitational_acceleration,0,-0.045439756
Electrical_resistance_and_conductance,Force,0,0.04996115
Speed,Relative_velocity,0,-0.496209828
Plasticity_(physics),Deformation_(engineering),1,-0.06179907
Velocity,Distance,1,0.263911214
Fracture,Strength_of_materials,0,-0.135671624
Capacitance,Dielectric,0,-0.159068275
Refraction,Snell's_law,0,-0.160082461
Motion_graphs_and_derivatives,Physics,1,0.293113247
Joule,Voltage,0,-0.145428107
Friction,Hardness,0,-0.034019499
Ray_(optics),Total_internal_reflection,0,0.124101502
Hardness,Deformation_(engineering),1,0.066407309
Contact_force,Physics,1,0.316887933
Force,Gravitational_constant,0,-0.018038408
Velocity,Elastic_collision,0,-0.196357219
Friction,Le_Sage's_theory_of_gravitation,0,-0.058626675
Electrical_conductor,Dielectric,0,-0.229279645
Electric_field,Field_(physics),1,-0.0852472
Force,Hardness,0,-0.10770952
Energy,Temperature,0,0.019703912
Temperature,Absorption_spectroscopy,0,-0.110556186
Crest_(physics),Wave,1,0.489419731
Electron,Le_Sage's_theory_of_gravitation,0,-0.054302773
Magnet,Electric_current,0,0.25620813
Force,Potential_energy,0,-0.078337048
Angle_of_incidence,Specular_reflection,0,-0.066088581
Free_fall,Mass,1,0.241077338
Hooke's_law,Mass,0,0.047215092
Refractive_index,Frequency,0,0.082267444
Potential_energy,Energy,1,0.225167899
Electron,Energy,0,0.01558891
Potential_energy,Motion_(physics),1,-0.101902526
Friction,Potential_energy,0,-0.090484976
Electromagnetic_radiation,Physics,1,0.01296338
Torque,Gravity,0,-0.008404551
Motion_(physics),Inertial_frame_of_reference,0,0.007671994
Dispersion_(optics),Velocity,0,-0.002326779
Physics,Wavelength,0,-0.106711062
Refraction,Wave,1,0.065306007
Magnetic_field,Length,0,-0.019505645
Electric_potential,Energy,1,0.142190652
Electron,Inelastic_collision,0,-0.248147084
Light,Hertz,0,-0.047512714
Position_(vector),Electric_potential,0,0.002632025
Motion_(physics),Mechanical_energy,0,-0.0629329
Magnet,Torque,0,0.098633236
Electric_potential,Physics,1,0.272587201
Speed,Inelastic_collision,0,-0.118207099
Temperature,Kinetic_energy,0,0.038559622
Transverse_wave,Physics,1,0.048969856
Capacitance,Length,0,-0.026104593
Friction,Torque,0,-0.255922286
Relative_velocity,Inertial_frame_of_reference,0,0.375810731
Newton's_laws_of_motion,Motion,0,-0.233305879
Newton's_law_of_universal_gravitation,Physics,1,0.182334021
Ohm,Ohm's_law,0,-0.03069874
Doppler_effect,Motion_(physics),1,-0.004281025
Equations_of_motion,Length,0,0.022562136
Voltage,Energy,0,0.150112856
Electrostatics,Euclidean_vector,1,0.060638427
Ray_(optics),Wavelength,0,0.246490298
Electromotive_force,Ohm's_law,0,-0.03884449
Sonic_boom,Speed,0,0.004212443
Ohm's_law,Series_and_parallel_circuits,0,-0.178122955
Transverse_wave,Equations_of_motion,0,0.005343425
Electroscope,Capacitance,0,0.15470095
Motion_(physics),Potential_energy,0,0.101902526
Speed,Position_(vector),0,-0.29296193
Euclidean_vector,Motion_graphs_and_derivatives,0,-0.108070551
Physics,Gravitational_constant,0,-0.142094609
Relative_velocity,Distance,1,0.241170754
Geometrical_optics,Real_image,0,-0.09822137
Tension_(physics),Mass,0,0.267572501
Torque,Length,0,0.017762147
Scattering,Physics,1,0.091534707
Le_Sage's_theory_of_gravitation,Mass,1,0.130463244
Electromagnetic_radiation,Metre,0,0.051159677
Friction,Length,0,-0.018229578
Laser,Optical_microscope,0,-0.096040974
Mass,Coulomb,0,-0.169124341
Motion_graphs_and_derivatives,Motion_(physics),1,0.224095942
Photoelectric_effect,Force,0,-0.009105687
Displacement_(vector),Position_(vector),1,-0.211204017
Interference_(wave_propagation),Electromagnetic_spectrum,0,0.022697496
Friction,Collision,0,-0.176935888
Gravitational_acceleration,Acceleration,1,0.224119609
Reflection_(physics),Specular_reflection,0,-0.073702483
Sonic_boom,Doppler_effect,0,0.004600642
Acceleration,Gravitational_acceleration,0,-0.224119609
Standing_wave,Physics,1,0.100606351
Friction,Physics,1,0.087088963
Deformation_(engineering),Force,1,0.139825635
Reflection_(physics),Wavelength,0,0.11390496
Newton's_law_of_universal_gravitation,Gravitational_acceleration,0,-0.237309547
Voltage,Potential_energy,0,0.067750213
Distance,Speed,0,-0.207178237
Deformation_(engineering),Creep_(deformation),0,0.048002072
Gravity,Doppler_effect,0,-0.01369403
Electron,Absorption_spectroscopy,0,-0.251559666
Electromagnetic_radiation,Refraction,0,-0.086740448
Sonic_boom,Wave,1,0.015494199
Gravitational_field,Force,1,0.308803706
Ohm,Power_(physics),0,0.000656264
Coulomb's_law,Electromotive_force,0,0.061470559
Dielectric,Physics,1,0.179463329
Inelastic_collision,Velocity,0,0.284838679
Gravity_of_Earth,Motion_(physics),1,0.001983412
Position_(vector),Mass,0,0.315422018
Velocity,Metre,0,0.298994326
Energy,Laser,0,-0.040302165
Electric_potential,Work_(physics),1,0.052201977
Electron,Electromotive_force,0,-0.207646315
Standing_wave,Frequency,1,0.041035355
Physics,Gravitational_field,0,-0.331290306
Hertz,Kilogram,0,-0.029969885
Elastic_collision,Mass,1,0.224635332
Lever,Power_(physics),0,0.087188359
Hooke's_law,Lever,0,-0.001160579
