25,"gradient descent, others, uncertainty, learning, feature learning, optimization, clustering, graphical models, linear regression"
26,"structured sparsity, others, learning, optimization, maximum likelihood estimation, kernel function, graphical models, linear regression"
27,"search, inference, gibbs sampling, latent dirichlet allocation, monte carlo methods, clustering, markov chain monte carlo, graphical models, Dirichlet Processes, Sampling"
28,"structured prediction, entropy, dependency parsing, others, search, inference, learning, optimization, regularization, classification, normalization, part of speech tagging, parsing, logistic regression, dual problems, context free grammars, handwriting recognition, clustering, feature selection, graphical models, loss function, kernels, support vector machines"
29,"semi-supervised learning, entropy, others, search, uncertainty, inference, learning, optimization, maximum likelihood estimation, regularization, classification, normalization, latent dirichlet allocation, latent variable models, clustering, feature selection, graphical models, loss function, Mixture Models"
30,"spectral methods, sentiment analysis, semantic parsing, question answering, question answering, others, robotics, reinforcement learning, learning, speech recognition, wordnet, classification, recurrent neural networks, backpropagation, machine translation, python, parsing, logistic regression, neural networks, clustering, matrix factorization, language modeling, linear algebra, loss function"
31,"spectral methods, entropy, dependency parsing, others, robotics, learning, probabilities, conditional probability, wordnet, parsing, logistic regression, clustering, vector representations, matrix factorization, Sampling, Canonical Correlation Analysis"
32,"spelling correction, semantic parsing, parts of speech, named entity recognition, entropy, others, inference, robotics, learning, perceptron, probabilities, hidden markov models, wordnet, classification, bootstrapping, log-linear models, parsing, logistic regression, penn treebank, edit distance, preprocessing, language modeling, dynamic programming, named entity recognition, Markov chains"
33,"calculus, cky parsing, semantic parsing, entropy, dependency parsing, combinatory categorial grammar, others, search, inference, learning, probabilities, recursive neural network, beam search, syntaxnet, parsing, dynamic programming"
34,"calculus, semantic parsing, question answering, question answering, combinatory categorial grammar, others, paraphrasing, learning, constraint satisfaction, bootstrapping, parsing, logistic regression, clustering, semantic role labeling, information extraction, parsing evaluation"
35,"calculus, semantic parsing, memory networks, gradient descent, entropy, question answering, question answering, others, paraphrasing, search, inference, learning, classification, reading comprehension, word embedding, parsing, logistic regression, information retrieval, preprocessing, relation extraction, semantic role labeling, information extraction"
36,"syntax, statistical machine translation, others, search, learning, optimization, beam search, machine translation, neural machine translation, entailment"
37,"syntax, statistical machine translation, others, search, robotics, learning, probabilities, beam search, classification, machine translation, parsing, entailment"
38,"planning, dialog systems, semantic parsing, statistical machine translation, others, multi-task learning, learning, probabilities, seq2seq, speech recognition, classification, attention models, knowledge graph, backpropagation, machine translation, parsing, regular expressions, information retrieval, neural machine translation, Message Passing, Sequence to sequence"
39,"question answering, question answering, inference, learning, perceptron, probabilities, normalization, caption generation, entailment, Sampling"
40,"planning, entropy, others, search, uncertainty, inference, robotics, reinforcement learning, learning, seq2seq, machine translation, word embedding, neural machine translation, penn treebank, loss function, Sampling"
59,"sentiment analysis, statistical machine translation, memory networks, gradient descent, convolutional neural network, inference, learning, optimization, recurrent neural networks, sentence representations, machine translation, convolutional neural networks, neural networks"
60,"named entity recognition, entropy, learning, word embedding, neural networks, named entity recognition"
61,"calculus, gradient descent, search, reinforcement learning, learning, optimization, regularization, backpropagation, dynamic programming, Unsupervised learning"
62,"syntax, transfer learning, learning, word embedding, matrix factorization, Sampling"
63,"inference, learning, recurrent neural networks, neural networks"
64,"learning, python, linear algebra, loss function, linear regression"
65,"gradient descent, learning"
66,"entropy, search, uncertainty, learning, probabilities, speech recognition, beam search, machine translation, caption generation, word embedding, language modeling, cross entropy"
67,"search, probabilities, seq2seq, beam search, language modeling"
68,"search, inference, learning, reading comprehension, entailment, Unsupervised learning"
69,"syntax, convolutional neural network, learning, classification, convolutional neural networks, neural networks"
70,"syntax, reinforcement learning, learning, seq2seq, predicate logic, backpropagation, sentence representations, parsing, neural networks, Autoencoders, Sequence to sequence"
71,"syntax, others, learning, predicate logic, sentence representations, parsing, neural networks, Autoencoders"
72,"gradient descent, question answering, question answering, search, learning, optimization, beam search, caption generation"
73,"gradient descent, reinforcement learning, learning, probabilities, bootstrapping, Unsupervised learning"
74,"structured prediction, syntax, search, probabilities, classification, machine translation, parsing, word sense disambiguation"
75,"question answering, question answering, probabilities, vector semantics, vector representations, semantic similarity, word sense disambiguation, singular value decomposition"
76,"others, learning, wordnet, classification, vector semantics, machine translation, information retrieval, semantic similarity, word sense disambiguation"
77,"sentiment analysis, language identification, learning, perceptron, conditional probability, classification, support vector machines"
78,"learning, perceptron, conditional probability, classification"
79,"calculus, uncertainty, learning, perceptron, probabilities, optimization, regularization, classification, logistic regression"
80,"others, uncertainty, learning, perceptron, optimization, regularization, classification, logistic regression, neural networks, loss function"
81,"gradient descent, perceptron, classification, activation functions, logistic regression, neural networks, training neural networks"
82,"probabilities, speech recognition, classification, n-gram models, machine translation, language modeling"
83,"recurrent neural networks, n-gram models, neural networks, language modeling, loss function"
84,"gradient descent, learning, neural language modeling, word embedding, logistic regression, language modeling, loss function, Sampling"
85,"memory networks, inference, long short term memory networks, recurrent neural networks, backpropagation, n-gram models, neural networks, language modeling"
86,"parts of speech, others, perceptron, classification, machine translation, penn treebank, dynamic programming, information extraction"
87,"others, perceptron, classification, penn treebank, dynamic programming"
88,"structured prediction, language identification, named entity recognition, others, search, inference, learning, perceptron, optimization, classification, linear programming, penn treebank, dynamic programming, named entity recognition, information extraction, loss function"
89,"statistical machine translation, machine translation, language modeling"
90,"search, learning, beam search, machine translation, neural machine translation, Sampling, Sequence to sequence"
91,"entropy, search, learning, beam search, backpropagation, machine translation, neural machine translation, language modeling, loss function, Sampling, Sequence to sequence"
92,"search, reinforcement learning, learning, perceptron, beam search, attention models, machine translation, neural machine translation, Sampling"
93,"structured prediction, syntax, question answering, dependency parsing, question answering, perceptron, classification, machine translation, parsing, information extraction, shift-reduce parsing"
94,"dependency parsing, perceptron, classification, recurrent neural networks, parsing, neural networks, shift-reduce parsing"
95,"parts of speech, dependency parsing, search, learning, perceptron, parsing, shift-reduce parsing"
96,"structured prediction, syntax, dependency parsing, search, learning, perceptron, classification, machine translation, parsing, word sense disambiguation"
124,"structured prediction, shallow parsing, semi-supervised learning, semantic parsing, named entity recognition, dependency parsing, transliteration, others, search, uncertainty, inference, learning, perceptron, optimization, classification, parsing, logistic regression, neural networks, relation extraction, semantic role labeling, named entity recognition, information extraction, knowledge representation, entailment"
125,"learning, perceptron, optimization, object detection, regularization, classification, logistic regression, loss function, support vector machines"
126,"gradient descent, learning, perceptron, optimization, regularization, classification, logistic regression, loss function, kernels, support vector machines"
128,"shallow parsing, named entity recognition, entropy, others, inference, learning, perceptron, probabilities, constraint satisfaction, parsing, named entity recognition, Unsupervised learning"
129,"structured prediction, structured learning, gradient descent, entropy, others, search, inference, learning, perceptron, probabilities, conditional probability, hidden markov models, optimization, regularization, classification, normalization, log-linear models, logistic regression, neural networks, information extraction, Markov chains"
130,"structured prediction, structured learning, others, inference, learning, perceptron, data structures, optimization, Markov Random Fields"
131,"structured prediction, structured learning, dependency parsing, search, inference, learning, perceptron, hidden markov models, classification, parsing, dynamic programming, Sampling"
132,"structured prediction, structured learning, inference, learning, perceptron, optimization, clustering"
133,"structured prediction, collaborative filtering, learning, perceptron, information retrieval"
134,"parts of speech, dependency parsing, inference, learning, perceptron, classification, parsing"
135,"structured prediction, shallow parsing, structured learning, inference, learning, perceptron, regularization, classification, parsing"
136,"structured prediction, structured learning, inference, learning, perceptron, optimization, clustering"
137,"structured prediction, dependency parsing, search, inference, learning, gibbs sampling, beam search, dual decomposition, parsing, linear programming, dynamic programming, Belief Propagation, Sampling"
138,"structured prediction, search, inference, learning, optimization, loss function"
139,"named entity recognition, gradient descent, entropy, structured sparsity, inference, learning, probabilities, conditional probability, regularization, normalization, newton method, named entity recognition, information extraction, loss function"
140,"semi-supervised learning, inference, learning, optimization, maximum likelihood estimation, parsing"
141,"inference, learning, perceptron, conditional probability, hidden markov models, normalization, linear programming, dynamic programming, semantic role labeling, information extraction"
142,"syntax, discourse analysis, learning, python, parsing, expert systems, penn treebank, neural networks, linear algebra, Unsupervised learning"
143,"parts of speech, gradient descent, inference, learning, perceptron, neural networks, support vector machines, Naive Bayes"
144,"gradient descent, others, inference, learning, perceptron, imagenet, reading comprehension"
145,"syntax, search, inference, hidden markov models, beam search, parsing, preprocessing, dynamic programming, Markov chains, Naive Bayes"
146,"search, inference, learning, beam search, neural networks, Naive Bayes"
147,"search, seq2seq, beam search, neural networks, training neural networks, kernels"
148,"syntax, inference, learning, wordnet, neural networks, clustering, Mixture Models, Sampling"
149,"inference, learning, recurrent neural networks, neural networks, language modeling, entailment"
150,"syntax, inference, parsing"
151,"syntax, dependency parsing, parsing, penn treebank, lexicalized parsing, dynamic programming, Naive Bayes"
152,"syntax, dependency parsing, search, inference, learning, parsing, preprocessing, lexicalized parsing, dynamic programming, neural parsing, dependency syntax"
153,"syntax, dependency parsing, search, uncertainty, inference, perceptron, beam search, syntaxnet, parsing, penn treebank, dependency syntax"
154,"syntax, calculus, combinatory categorial grammar, others, search, learning, perceptron, beam search, parsing, dependency syntax, first-order logic"
155,"syntax, calculus, others, search, inference, learning, perceptron, seq2seq, beam search, parsing, Sampling"
156,"pointer networks, learning, seq2seq, parsing"
157,"syntax, seq2seq, parsing, Naive Bayes"
158,"syntax, search, beam search, n-gram models, parsing, penn treebank, neural networks, language modeling, noisy channel model"
159,"syntax, search, seq2seq, beam search, word embedding, parsing, noisy channel model"
160,"memory networks, others, reading comprehension, parsing, entailment"
161,"syntax, memory networks, others, learning, seq2seq, stemming, neural networks, language modeling, Autoencoders"
162,"others, search, learning, seq2seq, parsing"
163,"others, search, inference, reinforcement learning, learning, seq2seq, k-nn, imagenet, parsing, neural networks, ResNet"
164,"transfer learning, entropy, inference, learning, hidden markov models, parsing, clustering, language modeling, entailment, Unsupervised learning, Autoencoders, Sampling"
165,"sentiment analysis, others, search, multi-task learning, inference, learning, discourse model, discourse parsing, machine translation, highway networks, parsing, penn treebank, preprocessing, neural networks, clustering"
166,"dependency parsing, inference, learning, gibbs sampling, parsing, Sampling"
257,"structured prediction, syntax, dialog systems, lexical semantics, others, inference, learning, discourse model, tokenization, machine translation, python, parsing, word sense disambiguation, information extraction"
258,"planning, parts of speech, others, learning, probabilities, tokenization, machine translation, python, parsing, regular expressions, penn treebank, chomsky hierarchy"
259,"learning, probabilities, conditional probability, speech recognition, maximum likelihood estimation, n-gram models, machine translation, language modeling, Sampling"
260,"probabilities, conditional probability, optimization, maximum likelihood estimation"
261,"semantic parsing, parts of speech, learning, probabilities, hidden markov models, speech recognition, machine translation, parsing, penn treebank, speech synthesis, information extraction"
262,"search, learning, probabilities, hidden markov models, dynamic programming, Unsupervised learning"
263,"shallow parsing, named entity recognition, entropy, learning, probabilities, hidden markov models, optimization, speech recognition, maximum likelihood estimation, parsing, logistic regression, graphical models, dynamic programming, named entity recognition"
264,"syntax, entropy, programming languages, search, learning, probabilities, data structures, hidden markov models, optimization, maximum likelihood estimation, parsing, logistic regression, feature selection, graphical models, dynamic programming"
265,"syntax, cky parsing, probabilities, parsing, dynamic programming"
266,"learning, probabilities, statistical parsing, parsing, unlexicalized parsing, information retrieval, penn treebank, dynamic programming"
267,"dependency parsing, learning, probabilities, data structures, parsing, unlexicalized parsing, penn treebank, shift-reduce parsing"
268,"dependency parsing, combinatory categorial grammar, data structures, context-sensitive grammars, parsing, chomsky hierarchy, shift-reduce parsing"
269,"syntax, lexical semantics, combinatory categorial grammar, predicate logic"
270,"lexical semantics, combinatory categorial grammar, learning, predicate logic, parsing, semantic role labeling"
271,"lexical semantics, question answering, question answering, probabilities, predicate logic, parsing, information retrieval, vector representations, language modeling, semantic similarity, word sense disambiguation, singular value decomposition"
272,"semi-supervised learning, thesaurus-based similarity, question answering, question answering, search, learning, wordnet, bootstrapping, machine translation, information retrieval, neural networks, word sense disambiguation, entailment"
273,"calculus, gradient descent, entropy, learning, perceptron, probabilities, optimization, regularization, classification, activation functions, machine translation, logistic regression, neural networks, language modeling, loss function"
274,"syntax, statistical machine translation, information theory, probabilities, predicate logic, machine translation, neural machine translation, noisy channel model"
275,"syntax, statistical machine translation, learning, probabilities, machine translation, noisy channel model, the ibm models"
276,"syntax, search, probabilities, seq2seq, beam search, recurrent neural networks, machine translation, heuristic search, neural networks, the ibm models"
277,"search, inference, beam search, discourse parsing, heuristic search, parsing"
278,"lexical semantics, learning, perceptron, recursive neural networks, probabilities, seq2seq, optimization, speech recognition, computer vision, recurrent neural networks, imagenet, n-gram models, activation functions, machine translation, parsing, logistic regression, neural networks, vector representations, language modeling, semantic role labeling, Sampling"
279,"learning, seq2seq, optimization, recurrent neural networks, n-gram models, logistic regression, neural networks, vector representations, language modeling, Sampling"
280,"markov decision processes, planning, dialog systems, discourse model, seq2seq, machine translation, python"
319,"planning, transfer learning, search, robotics, reinforcement learning, learning, monte carlo tree search, optimization, computer vision, neural networks, Unsupervised learning, Meta-Learning"
320,"structured prediction, gradient descent, learning, classification, latent variable models, Sampling"
321,"gradient descent, python, neural networks"
322,"planning, gradient descent, search, reinforcement learning, learning, monte carlo tree search, optimization, backpropagation, convolutional neural networks, neural networks, dynamic programming, policy gradient methods"
323,"search, reinforcement learning, learning, optimization, neural networks, Sampling"
324,"entropy, reinforcement learning, learning, policy gradient methods, AlphaGo"
325,"gradient descent, learning, neural networks, dynamic programming"
326,"gradient descent, entropy, reinforcement learning, learning, optimization, neural networks, Autoencoders, Sampling"
327,"reinforcement learning, learning, optimization, regularization, Sampling"
328,"planning, entropy, search, reinforcement learning, learning, monte carlo tree search, optimization, dynamic programming"
329,"planning, entropy, search, uncertainty, inference, robotics, reinforcement learning, learning, neural networks, Sampling"
330,"planning, search, reinforcement learning, learning, optimization, classification, dynamic programming"
331,"planning, others, uncertainty, reinforcement learning, learning, bootstrapping, neural networks, Sampling"
332,"entropy, information theory, reinforcement learning, learning, Unsupervised learning, Meta-Learning"
333,"reinforcement learning, learning, bootstrapping, dynamic programming, Sampling"
334,"others, reinforcement learning, learning, probabilities, Sampling"
335,"entropy, uncertainty, reinforcement learning, learning, optimization, regularization, bootstrapping"
336,"entropy, inference, learning, variational autoencoders, latent variable models, Autoencoders"
337,"planning, transfer learning, entropy, others, inference, reinforcement learning, learning, dynamic programming"
338,"planning, generative adversarial networks, entropy, reinforcement learning, learning, optimization, Sampling"
339,"transfer learning, entropy, domain adaptation, others, search, multi-task learning, reinforcement learning, learning, optimization, computer vision, neural networks, Meta-Learning"
340,"transfer learning, entropy, domain adaptation, others, search, multi-task learning, inference, robotics, reinforcement learning, learning, optimization, classification, computer vision, recurrent neural networks, neural networks, Meta-Learning, Sampling"
343,"calculus, semantic parsing, search, inference, learning, seq2seq, optimization, speech recognition, computer vision, imagenet, python, parsing, linear algebra"
347,"learning, regularization, text generation, Unsupervised learning, Sampling"
348,"sentiment analysis, transfer learning, one-shot learning, learning, regularization, reading comprehension"
376,"semi-supervised learning, entropy, search, reinforcement learning, learning, probabilities, decision trees, optimization, backpropagation, python, logistic regression, preprocessing, neural networks, handwriting recognition, dimensionality reduction, clustering, feature selection, graphical models, support vector machines, linear regression, Unsupervised learning, Sampling, Naive Bayes"
377,"search, learning, data structures, python, dimensionality reduction"
378,"learning, data structures, optimization, normalization, python, preprocessing, dimensionality reduction, feature selection, Sampling"
379,"entropy, others, learning, decision trees, optimization, python, Unsupervised learning"
380,"bias-variance, bagging, learning, random forest, classification, python, neural networks, feature selection, linear regression, Sampling"
381,"bias-variance, learning"
382,"uncertainty, learning, bootstrapping, Sampling"
383,"others, learning, optimization, logistic regression, Sampling"
384,"learning, probabilities, optimization, classification, Sampling"
385,"bias-variance, learning, python, dimensionality reduction"
386,"entropy, search, learning, random forest, regularization, classification, logistic regression, dimensionality reduction, feature selection, Sampling"
387,"gradient descent, entropy, search, learning, probabilities, conditional probability, optimization, python, spectral clustering, dimensionality reduction, clustering, feature selection, tsne, linear discriminant analysis, kullback leibler divergence, Manifold Learning, Autoencoders, Principal Component Analysis"
388,"spelling correction, syntax, sentiment analysis, parts of speech, named entity recognition, question answering, dependency parsing, question answering, information theory, learning, speech recognition, classification, knowledge graph, text summarization, machine translation, parsing, language modeling, word sense disambiguation, named entity recognition, information extraction"
389,"sentiment analysis, search, learning, decision trees, tokenization, stemming, normalization, regular expressions, logistic regression, information retrieval, information extraction"
390,"sentiment analysis, planning, language identification, learning, probabilities, decision trees, optimization, classification, logistic regression, Sampling, Naive Bayes"
391,"sentiment analysis, gradient descent, entropy, others, learning, perceptron, probabilities, conditional probability, hidden markov models, optimization, regularization, classification, n-gram models, machine translation, parsing, logistic regression, feature selection, graphical models, support vector machines, linear regression, Naive Bayes"
392,"probabilities, speech recognition, classification, n-gram models, machine translation, language modeling"
393,"parts of speech, others, perceptron, probabilities, penn treebank"
394,"named entity recognition, search, inference, learning, conditional probability, hidden markov models, log-linear models, vector representations, dynamic programming, named entity recognition"
395,"syntax, parts of speech, context free grammar, machine translation, parsing, context free grammars"
396,"cky parsing, probabilities, context free grammar, parsing, context free grammars, probabilistic context free grammars, dynamic programming"
397,"syntax, dependency parsing, learning, parsing, penn treebank, relation extraction, dynamic programming, dependency syntax, evaluation of dependency parsing"
398,"thesaurus-based similarity, question answering, question answering, probabilities, wordnet, machine translation, python, information retrieval, clustering, language modeling, semantic similarity, information extraction, entailment"
399,"syntax, classification, clustering"
400,"learning, probabilities, vector semantics, dimensionality reduction, clustering, singular value decomposition"
401,"syntax, question answering, question answering, others, inference, classification, machine translation, parsing, logistic regression, semantic role labeling"
402,"others, paraphrasing, search, learning, wordnet, query expansion"
403,"learning, wordnet, bootstrapping"
404,"question answering, question answering, learning, wordnet, classification, bootstrapping, relation extraction, information extraction, Unsupervised learning"
405,"others, learning, parsing, clustering"
406,"named entity recognition, inference, learning, named entity recognition, information extraction"
407,"syntax, named entity recognition, search, learning, optimization, speech recognition, computer vision, backpropagation, imagenet, machine translation, word embedding, logistic regression, neural networks, named entity recognition, Principal Component Analysis, Sequence to sequence"
458,"syntax, sentiment analysis, calculus, dialog systems, gradient descent, question answering, question answering, search, inference, learning, optimization, speech recognition, wordnet, regularization, classification, computer vision, recurrent neural networks, imagenet, machine translation, python, parsing, convolutional neural networks, regular expressions, logistic regression, neural machine translation, neural networks, vector representations, linear algebra"
459,"bag of words model, gradient descent, search, learning, optimization, wordnet, loss function, Sampling"
460,"syntax, named entity recognition, entropy, search, learning, classification, normalization, python, dimensionality reduction, clustering, semantic similarity, cross entropy, named entity recognition, singular value decomposition, Sampling"
461,"matrix multiplication, named entity recognition, entropy, learning, optimization, regularization, classification, backpropagation, python, logistic regression, neural networks, cross entropy, named entity recognition, loss function, Sampling"
462,"gradient descent, learning, backpropagation, neural networks"
463,"inference, learning, python, preprocessing, loss function, linear regression, Sampling"
464,"syntax, entropy, dependency parsing, others, search, inference, learning, probabilities, beam search, classification, constraint satisfaction, syntaxnet, bootstrapping, word embedding, parsing, logistic regression, penn treebank, neural networks, vector representations, dynamic programming, dependency syntax, evaluation of dependency parsing"
465,"calculus, named entity recognition, gradient descent, entropy, question answering, question answering, learning, probabilities, speech recognition, classification, recurrent neural networks, backpropagation, machine translation, neural networks, language modeling, named entity recognition, loss function, Sampling"
466,"gradient descent, entropy, learning, optimization, classification, recurrent neural networks, machine translation, parsing, neural networks, gated recurrent units, language modeling, cross entropy, Sequence to sequence"
467,"syntax, statistical machine translation, search, learning, seq2seq, beam search, backpropagation, machine translation, heuristic search, python, parsing, neural machine translation"
468,"sentiment analysis, transliteration, search, inference, reinforcement learning, learning, seq2seq, optimization, beam search, regularization, classification, recurrent neural networks, machine translation, caption generation, neural machine translation, penn treebank, neural networks, language modeling, word segmentation, Mixture Models"
469,"entropy, search, inference, learning, recursive neural networks, recursive neural network, beam search, regularization, classification, normalization, backpropagation, machine translation, parsing, convolutional neural networks, neural machine translation, neural networks, Autoencoders"
470,"entropy, others, inference, reinforcement learning, learning, probabilities, word embedding, neural networks, clustering"
471,"search, learning, recursive neural networks, recursive neural network, wordnet, beam search, classification, stemming, recurrent neural networks, backpropagation, python, parsing, neural networks, vector representations"
472,"sentiment analysis, memory networks, entropy, question answering, question answering, search, inference, reinforcement learning, learning, seq2seq, optimization, regularization, classification, recurrent neural networks, part of speech tagging, machine translation, neural machine translation, penn treebank, neural networks, language modeling, Sequence to sequence"
473,"sentiment analysis, semi-supervised learning, transfer learning, named entity recognition, gradient descent, question answering, question answering, inference, learning, seq2seq, optimization, regularization, classification, computer vision, normalization, imagenet, machine translation, parsing, penn treebank, preprocessing, language modeling, named entity recognition, loss function, entailment, Unsupervised learning, AlphaGo"
474,"sentiment analysis, transfer learning, question answering, dependency parsing, question answering, search, inference, reinforcement learning, learning, seq2seq, regularization, classification, part of speech tagging, sentence representations, machine translation, parsing, penn treebank, language modeling, entailment, Mixture Models"
475,"entropy, question answering, question answering, reinforcement learning, learning, seq2seq, text summarization, machine translation, text generation, neural networks, semantic similarity, cross entropy, loss function"
476,"graph theory, gradient descent, class logistics, search, learning, perceptron, optimization, regularization, classification, python, neural networks, graphical models, linear algebra, autonomous cars, Unsupervised learning, ResNet"
477,"generative adversarial networks, reinforcement learning, learning, classification, clustering, pagerank, Unsupervised learning"
478,"gradient descent, learning, optimization, backpropagation, python, neural networks, linear algebra, loss function, linear regression"
479,"gradient descent, learning, optimization, classification, logistic regression, neural networks, loss function, linear regression"
480,"gradient descent, learning, normalization, neural networks, loss function"
481,"gradient descent, learning, optimization, regularization, classification, neural networks, feature selection, loss function"
482,"genetic algorithms, gradient descent, others, search, learning, regularization, classification, python, logistic regression, neural networks, loss function"
483,"generative adversarial networks, inference, learning, k means, dimensionality reduction, clustering, matrix factorization, linear algebra, loss function, Unsupervised learning, Principal Component Analysis"
484,"collaborative filtering, gradient descent, search, learning, optimization, regularization, neural networks, matrix factorization, linear regression"
485,"gradient descent, speech processing, learning, perceptron, random forest, regularization, classification, computer vision, recurrent neural networks, backpropagation, convolutional neural networks, logistic regression, neural networks, training neural networks, loss function"
486,"learning, optimization, speech recognition, regularization, machine translation, convolutional neural networks, neural networks"
487,"gradient descent, classification, python, logistic regression"
488,"gradient descent, learning, backpropagation, activation functions, logistic regression, neural networks"
489,"learning, logistic regression, neural networks"
490,"learning, optimization, regularization, classification, activation functions, logistic regression"
491,"gradient descent, learning, optimization, neural networks"
492,"gradient descent, learning, regularization, classification, normalization, neural networks"
493,"gradient descent, search, learning, optimization, regularization, classification, activation functions"
494,"transfer learning, multi-task learning, learning, speech recognition, machine translation"
495,"gradient descent, convolutional neural network, learning, object detection, classification, computer vision, convolutional neural networks, neural networks"
496,"transfer learning, learning, classification, computer vision, imagenet, convolutional neural networks, neural networks, ResNet"
497,"learning, object detection, classification, convolutional neural networks, neural networks"
498,"gradient descent, one-shot learning, learning, classification, clustering, loss function"
499,"speech recognition, classification, recurrent neural networks, backpropagation, machine translation, neural machine translation, neural networks, Sampling"
500,"transfer learning, named entity recognition, learning, classification, word embedding, named entity recognition, Sampling"
501,"statistical machine translation, search, learning, optimization, speech recognition, beam search, regularization, classification, normalization, recurrent neural networks, machine translation, caption generation, convolutional neural networks, neural machine translation, neural networks, Sequence to sequence"
502,"question answering, question answering, others, learning, object detection, machine translation, python, convolutional neural networks, logistic regression, text generation, neural networks"
503,"learning, speech recognition, imagenet, logistic regression, neural networks, clustering"
504,"learning, regularization, backpropagation, logistic regression"
505,"generative adversarial networks, entropy, learning, normalization, imagenet, neural networks, loss function"
506,"transfer learning, convolutional neural network, entropy, learning, classification, cross entropy, loss function"
508,"entropy, search, learning, regularization, computer vision, recurrent neural networks, backpropagation, imagenet, neural networks, language modeling, cross entropy"
509,"gradient descent, robotics, reinforcement learning, learning, backpropagation, deep Q-network, preprocessing, loss function, Meta-Learning, AlphaGo"
511,"planning, dialog systems, question answering, question answering, search, uncertainty, robotics, learning, speech recognition, classification, constraint satisfaction, search engines, machine translation, python, expert systems, neural networks, speech synthesis, AlphaGo"
512,"planning, search, python"
513,"planning, a* search, search, informed search, speech recognition, machine translation"
514,"planning, search, optimization, constraint satisfaction"
515,"genetic algorithms, search, constraint satisfaction, adversarial search"
516,"search, uncertainty, monte carlo tree search, adversarial search"
517,"markov decision processes, search, uncertainty, reinforcement learning, learning, probabilities"
518,"markov decision processes, search"
519,"markov decision processes, planning, search, reinforcement learning, learning, Sampling"
520,"planning, reinforcement learning, learning"
521,"planning, search, uncertainty, reinforcement learning, learning, optimization, constraint satisfaction"
522,"planning, others, search, uncertainty, inference, learning, probabilities, conditional probability, speech recognition, constraint satisfaction, normalization"
523,"inference, probabilities, conditional probability, graphical models"
524,"inference, learning, conditional probability, Variable Elimination, Sampling"
525,"inference, learning, conditional probability, Variable Elimination, Sampling"
