A,B,result,RefD
Energy,Power_(physics),0,-0.206405814
Le_Sage's_theory_of_gravitation,Collision,0,0.018451238
Specular_reflection,Euclidean_vector,0,0.052419872
Electron,Absorption_spectroscopy,0,-0.251559666
Total_internal_reflection,Light,1,0.172010772
Physics,Rarefaction,0,-0.268830063
Plasticity_(physics),Hardness,0,-0.1692005
Physics,Gravitational_acceleration,0,-0.22592363
Speed,Magnetic_field,0,0.042423263
Energy_level,Physics,1,0.135603544
Magnetic_field,Magnet,1,-0.307443422
Elasticity_(physics),Wave,0,-0.02789211
Phase_velocity,Dispersion_(optics),0,0.255915394
Physics,Wavelength,0,-0.106711062
Fracture,Strength_of_materials,0,-0.135671624
Diffraction,Wave,1,0.078108138
Free_fall,Displacement_(vector),1,0.038045949
Force,Sound_intensity,0,-0.020144557
Wavelength,Dispersion_(optics),0,-0.009145746
Temperature,Electrical_resistance_and_conductance,0,-0.10609791
Magnetic_field,Absorption_spectroscopy,0,-0.098061388
Field_(physics),Planet,0,0.040010772
Le_Sage's_theory_of_gravitation,Speed,1,0.03984044
Inelastic_collision,Physics,1,0.284060666
Energy,Sound_intensity,0,-0.102227067
Energy_level,Wavelength,0,0.095909299
Electromagnetic_radiation,Magnet,1,-0.223501278
Euclidean_vector,Electrostatics,0,-0.060638427
Friction,Hooke's_law,0,-0.077485756
Le_Sage's_theory_of_gravitation,Elastic_collision,0,0.021236586
Hertz,Velocity,0,-0.210146569
Doppler_effect,Speed,1,-0.015400269
Newton's_law_of_universal_gravitation,Gravitational_constant,0,0.003344629
Wave,Transverse_wave,0,0.000871661
Refractive_index,Speed,1,-0.0355756
Laser,Doppler_effect,0,-0.051656526
Acceleration,Non-inertial_reference_frame,0,-0.197718795
Magnetic_field,Electric_current,1,-0.002309204
Newton's_law_of_universal_gravitation,Gravitational_field,0,-0.29226959
Potential_energy,Torque,0,-0.156109796
Gravitational_acceleration,Force,1,0.247972115
Free_fall,Physics,1,0.202199802
Photoelectric_effect,Kinetic_energy,0,0.022301175
Position_(vector),Motion_(physics),0,0.173657654
Energy,Electromotive_force,0,-0.135858453
Dispersion_(optics),Light,1,0.039634261
Newton's_laws_of_motion,Gravity_of_Earth,0,-0.078187663
Light,Wavelength,0,-0.036809409
Force,Plasticity_(physics),0,-0.105325098
Newton's_law_of_universal_gravitation,Kilogram,0,0.04020693
Doppler_effect,Physics,1,0.059143771
Total_internal_reflection,Laser,0,0.094593422
Electrical_conductor,Metre,0,0.130205059
Telescope,Reflection_(physics),0,-0.039474957
Energy,Hertz,0,-0.078634631
Wavelength,Interference_(wave_propagation),0,-0.14119903
Magnet,Electric_field,0,0.214504659
Work_(physics),Joule,0,0.046141778
Non-inertial_reference_frame,Motion_(physics),1,0.290496337
Photoelectric_effect,Hertz,0,-0.061692465
Inertial_frame_of_reference,Collision,0,-0.093072047
Light,Plane_mirror,0,-0.165060456
Speed,Snell's_law,0,-0.010369364
Electromotive_force,Physics,1,0.178921843
Magnification,Refracting_telescope,0,0.041662682
Force,Projectile_motion,0,-0.222633286
Force,Hardness,0,-0.10770952
Snell's_law,Velocity,0,0.049724409
Velocity,Elastic_collision,0,-0.196357219
Power_(physics),Kilogram,0,0.245970277
Magnetic_field,Energy,0,0.044736388
Joule,Mechanical_energy,0,-0.036781237
Speed,Motion_(physics),1,-0.144064522
Mass,Electron,0,0.013892273
Force,Potential_energy,0,-0.078337048
Virtual_image,Ray_(optics),1,0.263254879
Electric_field,Mass,0,0.04026474
Refractive_index,Temperature,0,0.063754684
Field_line,Magnetic_field,0,0.311697866
Newton's_laws_of_motion,Work_(physics),0,-0.198048703
Equations_of_motion,Motion_(physics),1,0.02246205
Electrostatics,Field_line,0,-0.126680853
Diffraction,Huygens–Fresnel_principle,0,0.031908328
Force,Elasticity_(physics),0,-0.145063499
Energy,Potential_energy,0,-0.225167899
Electric_field,Coulomb,0,0.072218059
Electric_field,Electric_current,0,0.066931129
Wave,Total_internal_reflection,0,-0.093803972
Frequency,Energy,0,0.019711245
Lever,Length,0,0
Physics,Transmission_medium,0,-0.087303857
Intensity_(physics),Laser,0,0.136264338
Magnetism,Length,0,0.036533824
Light,Refracting_telescope,0,-0.069524457
Physics,Shock_wave,0,-0.046704278
Photoelectric_effect,Electromagnetic_radiation,0,-0.008637073
Dielectric,Hertz,0,0.061865321
Magnetic_field,Voltage,0,-0.234884414
Tension_(physics),Mass,0,0.267572501
Interference_(wave_propagation),Electron,0,0.20780575
Euclidean_vector,Force,0,0.059039899
Contact_force,Force,1,0.464029388
Standing_wave,Frequency,1,0.041035355
Magnetic_field,Dielectric,0,-0.335975847
Interference_(wave_propagation),Huygens–Fresnel_principle,0,-0.016306918
Amplitude,Refractive_index,0,0.006302518
Specular_reflection,Refractive_index,0,0.137231082
Speed,Electron,0,0.058294419
Gravitational_acceleration,Planet,0,0.291230217
Distance,Free_fall,0,-0.044140792
Acceleration,Velocity,1,-0.036234696
Velocity,Metre,0,0.298994326
Capacitance,Voltage,1,-0.015964519
Refractive_index,Mass,0,0.014397155
Electrostatics,Electrical_conductor,0,-0.06035509
Sonic_boom,Physics,1,0.002651399
Frame_of_reference,Electromagnetic_spectrum,0,0.002576763
Capacitor,Laser,0,0.029419896
Ohm,Coulomb,0,-0.15907946
Electric_field,Physics,1,0.186617853
Magnetic_field,Torque,0,0.011243919
Physics,Displacement_(vector),0,-0.366604577
Intensity_(physics),Wave,0,0.055394609
Wave,Energy,0,0.085431148
Capacitor,Dielectric,0,-0.021774927
Geometrical_optics,Snell's_law,0,0.027821732
Wave,Doppler_effect,0,-0.041342065
Ohm's_law,Voltage,1,-0.069587374
Power_(physics),Intensity_(physics),0,-0.251841061
Le_Sage's_theory_of_gravitation,Energy,0,0.112599792
Capacitance,Electric_current,0,0.196549403
Hooke's_law,Stiffness,0,-0.08998227
Electromagnetic_spectrum,Electric_field,1,0.072366653
Physics,Emission_spectrum,0,-0.146712862
Total_internal_reflection,Physics,1,0.163849278
Snell's_law,Motion_(physics),1,0.011837136
Motion_(physics),Energy,0,0.296657868
Energy,Sonic_boom,0,-0.040508943
Magnetic_field,Gravity_of_Earth,0,-0.066083744
Electron,Electromagnetic_radiation,0,-0.171952871
Acceleration,Torque,0,0.030317027
Physics,Electric_field,0,-0.186617853
Diffraction,Interference_(wave_propagation),0,-0.053616263
Fatigue_(material),Deformation_(engineering),1,-0.103599329
Force,Stiffness,0,-0.230161512
Distance,Gravity_of_Earth,0,-0.057429477
Electric_potential,Force,1,0.163155731
Electric_charge,Capacitance,0,-0.126966996
Friction,Mass,0,-0.050908771
Elastic_collision,Physics,1,0.257982972
Free_fall,Gravitational_field,0,-0.068891632
Energy,Laser,0,-0.040302165
Electric_field,Wavelength,0,-0.07196449
Elasticity_(physics),Hardness,0,-0.140462891
Force,Elastic_collision,0,-0.160932176
Refraction,Absorption_spectroscopy,0,-0.055550331
Refraction,Electromagnetic_spectrum,0,-0.021832491
Electric_potential_energy,Field_(physics),1,-0.020096713
Newton's_laws_of_motion,Contact_force,0,-0.2571219
Coulomb's_law,Dielectric,0,-0.24182633
Projectile_motion,Velocity,1,0.092700401
Electron,Distance,0,-0.009398614
Le_Sage's_theory_of_gravitation,Wavelength,0,0.021744325
Collision,Le_Sage's_theory_of_gravitation,0,-0.018451238
Gravity_of_Earth,Force,1,0.041754692
Magnetic_field,Potential_energy,0,-0.070950652
Intensity_(physics),Physics,1,0.392413624
Electric_field,Force,0,0.100432729
Physics,Wave,0,-0.180199544
Refractive_index,Snell's_law,0,-0.117688421
Amplitude,Huygens–Fresnel_principle,0,-0.055742845
Motion_(physics),Electrostatics,0,-0.021110992
Acceleration,Field_(physics),0,0.008443977
Scattering,Velocity,0,0.032024133
Hardness,Deformation_(engineering),1,0.066407309
Electron,Specular_reflection,0,-0.089634511
Standing_wave,Voltage,0,0.055242104
Doppler_effect,Wavelength,1,0.097969835
Diffraction,Dispersion_(optics),0,0.081260357
Inelastic_collision,Elastic_collision,0,0.093027914
Magnetism,Coulomb,0,0.11454361
Gravitational_acceleration,Gravity,1,0.305858134
Refractive_index,Telescope,0,-0.00085809
Energy,Mechanical_energy,0,-0.373911339
Elastic_collision,Energy,1,0.237236783
Wave,Intensity_(physics),0,-0.055394609
Mass,Distance,0,0.03800669
Equations_of_motion,Field_(physics),0,-0.006439639
Displacement_(vector),Work_(physics),0,0.276192831
Kinetic_energy,Mechanical_energy,0,-0.259399806
Gravitational_field,Newton's_law_of_universal_gravitation,1,0.29226959
Velocity,Wave,0,-0.047698683
Mirror_image,Distance,0,0.027973305
Gravity,Gravitational_acceleration,0,-0.305858134
Potential_energy,Euclidean_vector,1,0.020556569
Wave,Elasticity_(physics),0,0.02789211
Pitch_(music),Hertz,0,0.06451973
Speed,Shock_wave,0,-0.010196681
Doppler_effect,Frequency,1,0.135824899
Speed,Electromagnetic_spectrum,0,0.007713018
Electron,Electrostatics,0,-0.270188165
Electric_potential,Coulomb's_law,1,0.129862183
Euclidean_vector,Gravitational_acceleration,0,-0.049149006
Frequency,Doppler_effect,0,-0.135824899
Fracture,Elasticity_(physics),0,-0.004259386
Temperature,Kilogram,0,0.040999735
Distance,Elastic_collision,0,-0.071162941
Gravitational_acceleration,Motion_(physics),1,0.092022833
Physics,Doppler_effect,0,-0.059143771
Potential_energy,Metre,0,0.091005586
Displacement_(vector),Distance,1,0.277320678
Displacement_(vector),Projectile_motion,0,-0.058986767
Electric_potential,Capacitance,0,0.066788106
Motion_(physics),Newton's_laws_of_motion,0,0.233305879
Speed,Rarefaction,0,-0.041078584
Pigment,Wavelength,0,0.003342973
Wave,Physics,1,0.180199544
Temperature,Wavelength,0,-0.02748151
Interference_(wave_propagation),Crest_(physics),0,-0.12884533
Wave,Electromagnetic_spectrum,0,-0.048882346
Electrical_conductor,Electric_current,1,0.186662082
Motion_(physics),Elastic_collision,0,-0.139834509
Inertial_frame_of_reference,Velocity,0,-0.089381787
Work_(physics),Electrostatics,0,-0.078805511
Force,Magnet,0,-0.064844163
Force,Torque,0,-0.230081
Absorption_spectroscopy,Energy,1,0.098585686
Motion_(physics),Inertial_frame_of_reference,0,0.007671994
Capacitance,Distance,0,0.012355403
Coulomb's_law,Emission_spectrum,0,-0.037818965
Position_(vector),Free_fall,0,0.026937428
Deformation_(engineering),Creep_(deformation),0,0.048002072
Shock_wave,Energy,1,0.025420292
Electrical_resistance_and_conductance,Energy,0,0.121644914
Motion_(physics),Mass,0,0.186557336
Magnet,Euclidean_vector,0,0.037639573
Voltage,Electric_current,0,0.184520383
Snell's_law,Light,1,0.194317493
Magnetism,Physics,1,0.102531364
Force,Creep_(deformation),0,-0.015217645
Dielectric,Velocity,0,0.034075762
Velocity,Speed,0,0.181525028
Energy,Temperature,0,0.019703912
Euclidean_vector,Gravity_of_Earth,0,-0.03183036
Electrical_conductor,Electroscope,0,-0.192066316
Electrical_resistance_and_conductance,Ohm,0,0.099451956
Amplitude,Voltage,0,0.173632208
Energy,Dielectric,0,-0.107596735
Wave,Mass,0,0.021212834
Energy,Equations_of_motion,0,-0.254149479
Physics,Contact_force,0,-0.316887933
Energy,Transverse_wave,0,-0.042703083
Magnet,Mass,0,0.036926468
Speed,Gravity_of_Earth,0,-0.033963986
Energy,Electrostatics,0,-0.195099666
Gravitational_acceleration,Physics,1,0.22592363
Gravity,Physics,1,0.092726345
Mirror_image,Length,0,0.044301637
Diffraction,Specular_reflection,0,-0.064854407
Projectile_motion,Motion_(physics),1,0.067753723
Potential_energy,Work_(physics),1,-0.014829944
Motion_(physics),Temperature,0,0.031357785
Photoelectric_effect,Color,0,-0.009889624
Deformation_(engineering),Hardness,0,-0.066407309
Intensity_(physics),Speed,0,0.125586743
Electric_potential_energy,Coulomb,0,0.120757413
Specular_reflection,Refraction,0,0.139299379
Refractive_index,Frequency,0,0.082267444
Lever,Energy,0,0.173954995
Electromagnetic_radiation,Laser,0,0.007398395
Emission_spectrum,Magnet,1,0.010806981
Snell's_law,Telescope,0,0.071895595
Velocity,Equations_of_motion,0,0.055099264
Electron,Electrical_conductor,0,-0.244785526
Interference_(wave_propagation),Ray_(optics),0,-0.017631974
Energy,Energy_level,0,-0.015018586
Refraction,Length,0,0.006513505
Joule,Coulomb,0,-0.327256647
Dielectric,Coulomb's_law,1,0.24182633
Magnetism,Force,1,0.054679725
Sonic_boom,Wave,1,0.015494199
Series_and_parallel_circuits,Ohm's_law,1,0.178122955
Wave,Frequency,0,0.154719738
Creep_(deformation),Force,1,0.015217645
Telescope,Optical_microscope,0,-0.077213658
Stiffness,Hooke's_law,0,0.08998227
Ohm,Electromotive_force,0,-0.002688268
Kinetic_energy,Physics,1,0.195328365
Electrostatics,Electric_field,1,0.044145314
Physics,Electromagnetic_spectrum,0,-0.012121447
Electron,Potential_energy,0,-0.076333146
Torque,Speed,0,0.17906204
Scattering,Wavelength,1,0.05820753
Electric_potential,Motion_(physics),1,0.014578623
Electrostatics,Motion_(physics),1,0.021110992
Emission_spectrum,Magnetic_field,1,0.093150528
Force,Emission_spectrum,0,-0.028991827
Hooke's_law,Mass,0,0.047215092
Sonic_boom,Hertz,0,0.017303867
Photoelectric_effect,Light,1,-0.016715991
Displacement_(vector),Free_fall,0,-0.038045949
Electron,Le_Sage's_theory_of_gravitation,0,-0.054302773
Force,Electrostatics,0,-0.136559894
Elasticity_(physics),Energy,0,0.054811207
Energy,Emission_spectrum,0,-0.110102551
Elastic_collision,Distance,1,0.071162941
Torque,Lever,1,-0.100029765
Amplitude,Distance,0,0.058796531
Frequency,Interference_(wave_propagation),0,-0.099983281
Tension_(physics),Physics,1,0.288222532
Color,Dispersion_(optics),0,-0.011580808
Physics,Newton's_law_of_universal_gravitation,0,-0.182334021
Diffraction,Wavelength,0,0.17495623
Gravitational_constant,Newton's_law_of_universal_gravitation,1,-0.003344629
Motion_(physics),Gravity_of_Earth,0,-0.001983412
Field_(physics),Dielectric,0,-0.013677677
Magnetic_field,Temperature,0,0.004161096
Tension_(physics),Compression_(physics),0,-0.024242475
Electric_potential,Gravity,0,0.012547668
Specular_reflection,Light,1,0.20216199
Ray_(optics),Light,1,0.273526049
Distance,Lever,0,-0.017996741
Force,Length,0,-0.077311076
Physics,Refractive_index,0,-0.113508651
Refractive_index,Color,0,0.019435752
Total_internal_reflection,Wave,1,0.093803972
Total_internal_reflection,Reflection_(physics),1,0.033089788
Sound,Sound_intensity,0,-0.180565355
Torque,Energy,0,0.355170884
Electrical_resistance_and_conductance,Metre,0,0.114022298
Field_(physics),Electrostatics,0,0.070949752
Gravity_of_Earth,Free_fall,0,-0.021691816
Position_(vector),Electric_potential,0,0.002632025
Diffraction,Transverse_wave,0,-0.008110501
Dielectric,Reflection_(physics),0,-0.017434211
Interference_(wave_propagation),Energy,0,0.119945346
Force,Inelastic_collision,0,-0.20276401
Mirror_image,Physics,1,0.086882738
Energy,Electromagnetic_radiation,0,-0.093381643
Magnetism,Field_(physics),0,-0.080457197
Friction,Deformation_(engineering),0,-0.037132467
Temperature,Velocity,0,0.104347311
Elasticity_(physics),Strength_of_materials,0,-0.092236582
Gravity_of_Earth,Motion_(physics),1,0.001983412
Displacement_(vector),Position_(vector),1,-0.211204017
Intensity_(physics),Power_(physics),1,0.251841061
Physics,Motion_graphs_and_derivatives,0,-0.293113247
Magnetic_field,Physics,1,0.139750976
Curved_mirror,Geometrical_optics,0,0.039926424
Interference_(wave_propagation),Standing_wave,0,0.084926938
Physics,Elastic_collision,0,-0.257982972
Speed,Inelastic_collision,0,-0.118207099
Energy,Mirror_image,0,-0.047464531
Wave,Dispersion_(optics),0,0.080024055
Distance,Physics,0,0.092795178
Force,Fatigue_(material),0,-0.0184051
Mass,Collision,0,-0.157894008
Electromotive_force,Magnetic_field,1,0.085534278
Electromagnetic_radiation,Energy,1,0.093381643
Normal_force,Physics,1,0.329711662
Electric_field,Wave,0,-0.065475226
Speed,Refraction,0,-0.008107243
Gravity_of_Earth,Newton's_law_of_universal_gravitation,0,0.052662144
Refraction,Snell's_law,0,-0.160082461
Dielectric,Energy,1,0.107596735
Sound_intensity,Velocity,0,0.110880885
Electromagnetic_radiation,Transverse_wave,0,-0.075673189
Gravitational_field,Mass,1,0.349817228
Magnification,Virtual_image,0,0.01089499
Motion_(physics),Force,0,0.144544044
Dielectric,Physics,1,0.179463329
Mass,Gravity_of_Earth,0,-0.114866503
Voltmeter,Voltage,1,0.302499309
Transmission_medium,Electromagnetic_spectrum,0,0.030400785
Shock_wave,Velocity,0,0.085994611
Electric_field,Electric_potential,0,-0.16294287
Position_(vector),Electric_potential_energy,0,0.033704252
Hertz,Kilogram,0,-0.029969885
Electron,Field_(physics),0,-0.137587192
Joule,Velocity,0,-0.190992969
Insulator_(electricity),Dielectric,0,-0.229285193
Mass,Velocity,0,-0.322895099
Force,Le_Sage's_theory_of_gravitation,0,-0.087956314
Force,Direction_(geometry),0,-0.335687483
Inelastic_collision,Mass,1,0.223204263
Electromagnetic_spectrum,Coulomb's_law,1,-0.019404787
Doppler_effect,Relative_velocity,1,-0.049353287
Snell's_law,Wavelength,1,0.203575209
Speed,Dielectric,0,0.002949624
Magnet,Force,0,0.064844163
Physics,Energy,0,-0.049449561
Mass,Absorption_spectroscopy,0,-0.060764898
Acceleration,Energy,0,0.382938564
Joule,Torque,0,-0.156482593
Sound_intensity,Physics,1,0.048508488
Scalar_multiplication,Scalar_(mathematics),1,0.022164379
Velocity,Length,0,-0.000495238
Velocity,Mechanical_energy,0,-0.047366918
Amplitude,Electromagnetic_spectrum,0,0.036940224
Standing_wave,Amplitude,1,-0.019260688
Electron,Dielectric,0,-0.177407204
Refracting_telescope,Refraction,1,0.108502642
Dispersion_(optics),Refracting_telescope,0,-0.097976561
Voltage,Power_(physics),0,0.045960167
Equations_of_motion,Length,0,0.022562136
Electric_current,Electrical_resistance_and_conductance,0,-0.236201379
Emission_spectrum,Electric_current,1,0.031134705
Amplitude,Electrical_resistance_and_conductance,0,0.037812986
Distance,Equations_of_motion,0,-0.125364019
Absorption_spectroscopy,Electromagnetic_spectrum,0,0.156196755
Electrical_resistance_and_conductance,Ohm's_law,1,0.067650203
Motion_(physics),Power_(physics),0,-0.099158692
Le_Sage's_theory_of_gravitation,Mass,1,0.130463244
Wavelength,Doppler_effect,0,-0.097969835
Wave,Length,0,0.010459867
Normal_force,Force,1,0.603552892
Telescope,Electromagnetic_radiation,0,0.065233286
Curved_mirror,Reflection_(physics),0,0.080855703
Voltage,Coulomb,0,0.087017902
Friction,Normal_force,0,-0.238328776
Physics,Hardness,0,-0.107373634
Euclidean_vector,Inertial_frame_of_reference,0,-0.029898718
Voltage,Electrical_resistance_and_conductance,0,-0.057063971
Distance,Doppler_effect,0,-0.008602483
Coulomb's_law,Electric_field,0,0.014481019
Electromagnetic_radiation,Dispersion_(optics),0,0.01287757
Displacement_(vector),Potential_energy,0,0.266362339
Equations_of_motion,Force,1,0.197478247
Friction,Physics,1,0.087088963
Gravitational_acceleration,Displacement_(vector),1,0.045439756
Specular_reflection,Mirror_image,0,-0.059332138
Electromagnetic_spectrum,Reflection_(physics),0,-0.00880528
Electron,Refractive_index,0,-0.086917379
Electric_potential,Gravitational_field,0,-0.011304548
Coulomb's_law,Electric_potential_energy,0,0.056093334
Magnet,Electromagnetic_spectrum,0,0.011608281
Plasticity_(physics),Hooke's_law,0,0.004830539
Snell's_law,Total_internal_reflection,0,0.011877318
Physics,Diffraction,0,-0.14299844
Electromotive_force,Joule,0,0.07278083
Deformation_(engineering),Strength_of_materials,0,0.036313371
Virtual_image,Plane_mirror,0,-0.074360147
Total_internal_reflection,Refraction,1,0.063425381
Magnetic_field,Coulomb,0,0.040373284
Sonic_boom,Mass,0,0.009968743
Gravitational_constant,Physics,1,0.142094609
Equations_of_motion,Torque,0,-0.058788623
Electromagnetic_spectrum,Metre,0,0.017857792
Motion_(physics),Acceleration,0,-0.080293665
Angle_of_incidence,Reflection_(physics),0,-0.054597844
Intensity_(physics),Sound_intensity,0,0.015211527
Doppler_effect,Wave,1,0.041342065
Electric_field,Electric_potential_energy,0,0.059405168
Magnetic_field,Hertz,0,-0.018815456
Motion_graphs_and_derivatives,Euclidean_vector,1,0.108070551
Capacitance,Energy,0,0.10445706
Wave,Dielectric,0,-0.010531377
Force,Kilogram,0,0.05040725
Shock_wave,Force,0,0.001313946
Interference_(wave_propagation),Electromagnetic_spectrum,0,0.022697496
Virtual_image,Optical_microscope,0,0.096431034
Motion_(physics),Velocity,0,-0.080561905
Free_fall,Gravitational_acceleration,1,-0.030001929
Hooke's_law,Distance,0,0.009170525
Transverse_wave,Physics,1,0.048969856
Field_(physics),Emission_spectrum,0,-0.021718246
Refractive_index,Wavelength,0,0.118152326
Le_Sage's_theory_of_gravitation,Velocity,0,0.052460006
Speed,Collision,0,-0.131561432
Electron,Dispersion_(optics),0,-0.053158308
Electromagnetic_radiation,Magnetic_field,1,-0.010811405
Inertial_frame_of_reference,Speed,1,0.095224712
Acceleration,Electromagnetic_radiation,0,0.040142434
Specular_reflection,Angle_of_incidence,1,0.066088581
Magnet,Length,0,0.008436266
Mechanical_energy,Position_(vector),1,-0.037555092
Euclidean_vector,Free_fall,0,-0.048078684
Intensity_(physics),Interference_(wave_propagation),0,-0.007330045
Wave,Le_Sage's_theory_of_gravitation,0,-0.045361134
Voltage,Electric_potential,0,-0.052913189
Newton's_laws_of_motion,Newton's_law_of_universal_gravitation,0,-0.238807369
Acceleration,Direction_(geometry),0,-0.324244922
Photoelectric_effect,Voltage,0,0.030511186
Force,Physics,1,0.174741171
Energy,Absorption_spectroscopy,0,-0.098585686
Physics,Electric_potential,0,-0.272587201
Gravity,Force,1,0.016383516
Inelastic_collision,Velocity,0,0.284838679
Speed,Mass,0,0.058530747
Sonic_boom,Sound,1,-0.005390433
Coulomb's_law,Electromagnetic_spectrum,0,0.019404787
Energy,Physics,1,0.049449561
Gravitational_field,Distance,1,0.058195541
Physics,Projectile_motion,0,-0.21709077
Power_(physics),Velocity,0,-0.028108544
Gravity_of_Earth,Kilogram,0,0.054596887
Hooke's_law,Wave,0,-0.020860161
Acceleration,Newton's_law_of_universal_gravitation,0,0.20938175
Kinetic_energy,Force,0,0.085099432
Magnet,Electrical_resistance_and_conductance,0,0.187204999
Energy,Projectile_motion,0,-0.113527067
Motion_(physics),Magnetism,0,0.017555643
Torque,Distance,0,0.186311324
Strength_of_materials,Force,1,0.106534354
Electric_potential_energy,Energy,1,0.254615242
Displacement_(vector),Velocity,0,0.13246649
Magnet,Field_(physics),0,0.015617157
Voltage,Voltmeter,0,-0.302499309
Diffraction,Optical_microscope,0,-0.081661068
Energy,Electric_potential_energy,0,-0.254615242
Amplitude,Power_(physics),0,0.107762027
Laser,Power_(physics),0,0.01653102
Distance,Electric_potential_energy,0,-0.020888896
Le_Sage's_theory_of_gravitation,Laser,0,0.007589443
Torque,Length,0,0.017762147
Projectile_motion,Euclidean_vector,1,0.032412536
Electroscope,Capacitance,0,0.15470095
Dispersion_(optics),Phase_velocity,1,-0.255915394
Gravity_of_Earth,Physics,1,0.149459303
Photoelectric_effect,Electric_field,0,0.022547347
Energy_level,Potential_energy,0,-0.07835912
Physics,Non-inertial_reference_frame,0,-0.376329852
Wave,Interference_(wave_propagation),0,-0.121052014
Interference_(wave_propagation),Frequency,1,0.099983281
Light,Hertz,0,-0.047512714
Elasticity_(physics),Hooke's_law,0,0.038316211
Reflection_(physics),Wavelength,0,0.11390496
Joule,Power_(physics),0,-0.04314922
Specular_reflection,Wavelength,0,0.11746382
Electromagnetic_radiation,Metre,0,0.051159677
Magnetism,Electron,0,0.201630907
Motion_graphs_and_derivatives,Physics,1,0.293113247
Collision,Planet,0,0.029053759
