A,B,result,RefD
Equation,Rational_root_theorem,0,-0.145451985
Mathematics,Monotonic_function,0,-0.562651191
Parity_(mathematics),Division_(mathematics),0,0.052656738
Algebraic_expression,Distributive_property,0,0.005365621
Trigonometry,Trigonometric_substitution,0,0.014857762
Sine,Multiplicative_inverse,0,0.124088916
Floor_and_ceiling_functions,Number,1,0.084403108
Norm_(mathematics),Vector_(mathematics_and_physics),1,-0.146108852
Vertical_line_test,Line_(geometry),1,-0.002914102
Division_(mathematics),Arithmetic,1,0.043625109
Line_segment,Cylinder_(geometry),0,-0.113710281
Line_(geometry),Law_of_sines,0,-0.030352124
Analytic_geometry,Equation,1,-0.053885336
Mathematics,Transformation_(function),0,-0.393321812
Equality_(mathematics),Parametric_equation,0,-0.000650343
Exponential_growth,Exponential_function,1,0.074120857
Degree_of_a_polynomial,Algebraic_expression,0,-0.079502839
Quadrant_(plane_geometry),Coordinate_system,1,0.047710981
Partial_fraction_decomposition,Arithmetic,1,0.054535584
Point_(geometry),Polygon,0,0.192642993
Binary_logarithm,Base_(exponentiation),1,-0.126648741
Plane_(geometry),Complex_plane,0,0.036373943
Differential_equation,Mathematics,1,0.372276505
Main_diagonal,Elementary_matrix,0,0.295939469
Number,Product_topology,0,-0.024696461
Mathematics,Circular_motion,0,-0.18619627
Polynomial,Mathematics,1,0.446449754
Number,Exponentiation,0,0.006502412
Addition,Summation,0,-0.140011704
Linear_equation,Cartesian_coordinate_system,0,0.129149685
Line_(geometry),Transformation_(function),0,-0.100700545
Number,Natural_logarithm,0,0.041334398
Function_(mathematics),Cubic_function,0,-0.246350716
Geometry,Closed_set,0,-0.086385862
Number,Product_(mathematics),0,-0.084162823
Equality_(mathematics),Identity_(mathematics),0,-0.04629034
Linear_function,Degree_of_a_polynomial,0,-0.020839721
Arithmetic,Base_(exponentiation),0,-0.190697819
Real_number,Distributive_property,0,-0.219646081
Inverse_element,Sign_(mathematics),1,-0.027893763
Chord_(geometry),Line_segment,1,0.054480647
Simple_harmonic_motion,Force,1,0.369934041
Arithmetic,Product_topology,0,-0.008324545
Quadratic_formula,Number,1,0.051012993
Function_(mathematics),Linear_function,0,-0.32404607
Secant_line,Circle,0,0.055330991
Real_number,Inequality_(mathematics),0,-0.347547922
Vertical_line_test,Geometry,1,0.0
Mathematics,Empty_sum,0,-0.602125461
Number,Addition,0,-0.00583105
Image_(mathematics),Vector_field,0,-0.006073609
Right_triangle,Point_(geometry),1,-0.020230005
Unit_circle,Nth_root,0,-0.054196426
Integer,Rational_number,0,-0.390263081
Geometry,Right_triangle,0,-0.43256167
Equality_(mathematics),Simultaneous_equations,0,0.0
Line_(geometry),Right_triangle,0,-0.012143968
Curve,Secant_line,0,-0.090467084
Right_triangle,Triangle,1,0.268777997
Constant_function,Zero_of_a_function,0,0.025207129
Geometric_progression,Geometry,0,0.05414347
Division_(mathematics),Binary_logarithm,0,-0.036780118
Complex_number,Graph_of_a_function,0,-0.033632228
Cartesian_coordinate_system,Geometry,1,0.143146085
Linear_function,Calculus,1,0.493321745
Complex_number,Sine,0,-0.256668475
Number,Matrix_multiplication,0,-0.050936339
Image_(mathematics),Mathematics,1,0.580882534
Real_number,Closed_set,0,-0.284346423
Line_(geometry),Real_number,0,0.147038019
Integer,Equation_solving,0,-0.300757055
Mathematics,Quadratic_equation,0,-0.381176578
Inequality_(mathematics),Linear_inequality,0,-0.03838664
Parallel_(geometry),Line_(geometry),1,-0.00803813
Exponentiation,Multiplicative_inverse,0,-0.078499257
Exponentiation,Number,1,-0.006502412
Rational_number,Rational_root_theorem,0,-0.195804766
Cartesian_coordinate_system,Angle,1,0.062112162
Algebraic_expression,Number,1,0.176044782
Sine,Mathematics,1,0.3549386
Equation,Rational_number,0,0.175927886
Graph_of_a_function,Slope,0,-0.20134355
Exponential_function,Number,1,-0.018619657
Set_(mathematics),Commutative_property,0,-0.300563373
Circle,Eccentricity_(mathematics),0,-0.141417416
Logarithm,Common_logarithm,0,-0.29360177
Displacement_(vector),Derivative,0,0.212210348
Eccentricity_(mathematics),Conic_section,1,0.135033885
Number,Binomial_theorem,0,-0.012229
Algebraic_equation,Equality_(mathematics),1,0.048026716
Dot_product,Product_(mathematics),1,-0.214094107
Prime_number,Floor_and_ceiling_functions,0,-0.141094821
Integer,Quadratic_formula,0,-0.187244206
Analytic_geometry,Equality_(mathematics),1,-0.042812796
Line_(geometry),Focus_(geometry),0,-0.269947836
Real_number,Square_root,0,-0.26883307
Multiplication,Polynomial,0,0.063116946
Function_(mathematics),Distance,0,-0.105044636
Inequality_(mathematics),Algebra,1,0.015304245
Solution_of_triangles,Geometry,1,0.221817437
Even_and_odd_functions,Mathematics,1,0.406298803
Constant_function,Mathematics,1,0.5603084
Square_matrix,Elementary_matrix,0,-0.151564023
Right_angle,Right_triangle,0,0.131674307
Integer,Distributive_property,0,-0.24276197
Interval_(mathematics),Closed_set,0,-0.032091284
Fundamental_theorem_of_algebra,Complex_number,1,0.177489329
Scientific_notation,Integer,0,0.082949359
Polygon,Geometry,1,0.325067036
Polynomial,Rational_number,0,0.103980105
Exponentiation,Arithmetic,1,-0.077916271
Right_triangle,Right_angle,1,-0.131674307
Homogeneous_polynomial,Addition,1,0.083403435
Exponentiation,Sine,0,-0.060865216
Geometry,Angle,0,0.008133136
Algebraic_operation,Algebra,1,0.22156886
Linear_equation,Vertical_line_test,0,0.008944586
Constant_function,Slope,0,-0.015123922
Curve,Eccentricity_(mathematics),0,-0.032008762
Edge_(geometry),Geometry,1,0.348854248
Synthetic_division,Arithmetic,1,0.071962691
Multiplication,Cross_product,0,0.055299657
Determinant,Vector_field,0,-0.048620313
Division_(mathematics),Polynomial_long_division,0,-0.026273309
Inverse_function,Mathematics,1,0.402821954
Scientific_notation,E_(mathematical_constant),0,-0.000251973
Number,Multiplication,0,-0.045959899
Square_(algebra),Square_root,0,0.097316982
Circular_motion,Circle,1,0.053233157
Domain_of_a_function,Cartesian_coordinate_system,0,-0.028618333
Solution_of_triangles,Angle,1,0.341114511
Set_(mathematics),Function_(mathematics),0,0.32414722
Logarithm,Exponentiation,1,0.030026137
Multiplication,Number,1,0.045959899
Identity_matrix,Main_diagonal,1,-0.441113933
Range_(statistics),Complex_number,0,0.017049495
Scientific_notation,Division_(mathematics),0,-0.059656309
Addition,Polynomial_long_division,0,-0.087032014
Conic_section,Curve,1,0.014532048
Asymptote,Polynomial_long_division,0,0.001449047
Secant_line,Line_(geometry),1,0.061214177
Force,Work_(physics),0,-0.139595364
Plane_curve,Geometry,1,0.105920075
Rationalisation_(mathematics),Square_root,0,0.2084883
Perpendicular,Slope,0,0.000148673
Zero_of_a_function,Graph_of_a_function,0,0.13391973
Real_number,Natural_logarithm,0,-0.218702068
Real_line,Distance,0,0.040488997
Exponentiation,Cartesian_coordinate_system,0,-0.010468267
Coordinate_system,Cartesian_coordinate_system,0,0.021398193
Mathematics,Line_segment,0,-0.296333586
Polynomial_long_division,Graph_of_a_function,0,0.144983896
Line_(geometry),Vector_field,0,0.009785089
Equation,Parametric_equation,0,0.039095017
Degree_(angle),Geometry,1,0.016072171
Angle,Geometry,1,-0.008133136
Algebra,Linear_inequality,0,-0.029851426
Perpendicular,Coordinate_system,0,-0.006774495
Maxima_and_minima,Real_number,0,0.264288657
Division_(mathematics),Mathematics,1,0.365923419
Floor_and_ceiling_functions,Function_(mathematics),0,0.20991916
Rational_root_theorem,Number,1,0.15773692
Mathematics,Cubic_function,0,-0.349725368
Number,Descartes'_rule_of_signs,0,-0.099657263
Polynomial,Rational_root_theorem,0,-0.368322695
Length,Geometry,0,0.004018292
Range_(statistics),Mathematics,1,0.033428078
Polynomial,Function_(mathematics),0,0.014996674
Mathematics,Point_(geometry),0,-0.417354442
Parity_(mathematics),Even_and_odd_functions,0,-0.008112109
Mathematics,Analytic_geometry,0,-0.312522209
Number,Inequality_(mathematics),0,-0.06888007
Equality_(mathematics),Algebra,0,0.064002798
Equality_(mathematics),Mathematics,1,0.403630684
Basis_(linear_algebra),Number,1,-0.013767304
Square_root,Rational_number,0,0.132248206
Algebraic_expression,Exponentiation,1,0.248597776
Main_diagonal,Identity_matrix,0,0.441113933
Exponentiation,Base_(exponentiation),0,-0.404693776
Algebraic_expression,Subtraction,0,0.214589543
Integer,Multiplicative_inverse,0,-0.358364687
Range_(statistics),Inverse_function,0,0.007918343
Subtraction,Number,1,0.135845508
Natural_number,Rational_number,0,-0.188754366
Partial_fraction_decomposition,Rational_function,0,0.085908229
Algebraic_expression,Nth_root,0,0.26843979
Angle,Mathematics,1,0.158316442
Binomial_heap,Integer,1,0.063915828
Mathematics,Algebra,0,-0.424223404
Common_logarithm,Number,1,0.037308979
Geometry,Pythagorean_trigonometric_identity,0,-0.194931387
Cartesian_coordinate_system,Analytic_geometry,0,-0.012812789
Vector_space,Scalar_multiplication,0,-0.535258745
Quadrant_(plane_geometry),Mathematics,1,0.325975157
Hyperbola,Focus_(geometry),0,-0.275111883
Mathematics,Inequality_(mathematics),0,-0.431936305
Algebra,Fundamental_theorem_of_algebra,0,-0.005475513
Plane_(geometry),Analytic_geometry,0,-0.01975758
Complex_number,Interval_(mathematics),0,-0.075153252
Square_(algebra),Number,1,0.117728501
Pythagorean_trigonometric_identity,Pythagorean_theorem,1,0.191558091
Matrix_(mathematics),Minor_(linear_algebra),0,-0.527777317
Mathematics,Arithmetic_mean,0,-0.065241116
Geometry,Rectangle,0,-0.26326564
Multiplication,Base_(exponentiation),0,-0.522971776
Complex_number,Identity_(mathematics),0,-0.252406124
Complex_number,Set_(mathematics),0,0.048731564
Number,Polar_coordinate_system,0,0.006992081
Scalar_(mathematics),Real_number,0,0.413386686
Minute_and_second_of_arc,Angle,0,0.109993165
Trigonometry,Inverse_trigonometric_functions,0,-0.077035732
Number,Distributive_property,0,-0.115399702
Synthetic_division,Factorization,0,-0.037592859
Mathematics,Rectangle,0,-0.049323171
Law_of_sines,Pythagorean_theorem,0,0.552124411
System_of_linear_equations,Mathematics,1,0.438228973
Quadratic_function,Function_(mathematics),1,0.236447227
Trigonometric_functions,Inverse_trigonometric_functions,0,-0.073110008
Dependent_and_independent_variables,Derivative,0,0.147592554
Line_(geometry),Geometry,1,0.233455639
Mathematics,Edge_(geometry),0,-0.20430718
Differential_equation,Equation,1,-0.140827238
Addition,Rational_root_theorem,0,-0.155141329
Triangle,Geometry,1,0.209265236
Equation_solving,Nth_root,0,0.142141728
Curve,Chord_(geometry),0,-0.011329701
Product_topology,Product_(mathematics),1,-0.064708099
Geometry,Chord_(geometry),0,-0.220605891
Addition,Binary_logarithm,0,-0.049577938
Constant_function,Function_(mathematics),1,0.330930482
Eccentricity_(mathematics),Cone,1,-0.000516865
Line_segment,Right_triangle,0,-0.055378234
Amplitude,Simple_harmonic_motion,0,0.021795421
Floor_and_ceiling_functions,Binomial_coefficient,0,0.017810531
Geometric_series,Pythagorean_theorem,0,0.050761952
System_of_linear_equations,Equality_(mathematics),1,0.03975692
Linear_function,Graph_of_a_function,0,0.233197557
Inverse_trigonometric_functions,Inverse_function,1,0.027984381
Line_segment,Triangle,0,0.11962021
Degree_(angle),Circular_sector,0,-0.040101334
Point_(geometry),Chord_(geometry),0,-0.025012904
Piecewise,Mathematics,1,0.555850384
Degree_of_a_polynomial,Addition,1,0.102423237
Natural_logarithm,Logarithm,1,-0.008738336
Domain_of_a_function,Zero_of_a_function,0,-0.208705188
Vector_field,Derivative,0,0.042591994
Inverse_trigonometric_functions,Multiplicative_inverse,0,0.060022657
Mathematics,Linear_function,0,-0.470691544
Work_(physics),Force,1,0.139595364
Number,Equation_solving,0,-0.123425418
Distance,Analytic_geometry,0,0.008475068
Mathematics,Vertical_line_test,0,-0.564052462
Solution_of_triangles,Triangle,1,0.36062945
Arithmetic,Formula,0,-0.0972451
Function_composition,Mathematics,1,0.503872694
Point_(geometry),Edge_(geometry),0,-0.026855601
Spherical_law_of_cosines,Perpendicular,0,0.080497079
Mathematics,Basis_(linear_algebra),0,-0.592463518
Limit_(mathematics),Calculus,1,0.142131794
Coproduct,Number,1,0.001989381
Area,Cone,0,-0.141032268
Mathematics,Floor_and_ceiling_functions,0,-0.346567237
Mathematics,Algebraic_equation,0,-0.547097016
Mathematics,Algebraic_expression,0,-0.626838964
Graph_of_a_function,Analytic_geometry,0,-0.054275039
Pythagorean_trigonometric_identity,Sine,0,-0.024607409
Degree_of_a_polynomial,Mathematics,1,0.416075751
Geometry,Trigonometric_functions,0,-0.068175006
Number,Coordinate_system,0,-0.031068791
Identity_matrix,Elementary_matrix,0,-0.060531056
Multiplication,Rational_root_theorem,0,-0.177145916
Arithmetic,Algebraic_expression,0,-0.171657931
Open_set,Function_(mathematics),0,0.102652492
Scientific_notation,Real_number,0,0.097858434
Geometric_series,Series_(mathematics),1,0.202431892
Geometry,Perpendicular,0,-0.275427976
Binomial_heap,Polynomial,1,0.010484708
Inequality_(mathematics),Equality_(mathematics),1,0.086898274
Common_logarithm,Mathematics,1,0.192237394
Equation,Pythagorean_theorem,0,0.038918224
Real_number,Zero_(complex_analysis),0,-0.522485511
Matrix_ring,Arithmetic,1,0.043904995
Piecewise,Interval_(mathematics),0,0.370003979
Spherical_law_of_cosines,Trigonometric_functions,1,0.088229602
Addition,Synthetic_division,0,-0.097227427
Linear_function,Slope,0,0.05198768
Parametric_equation,Mathematics,1,0.42979246
Addition,Fundamental_theorem_of_algebra,0,-0.036319862
Radius,Geometry,1,0.206546305
Number,Differential_equation,0,0.022692969
Number,Complex_number,0,0.212390541
Complex_number,Imaginary_number,0,-0.529882212
Synthetic_division,Addition,1,0.097227427
Quadratic_equation,Negative_number,0,-0.036646296
Linear_equation,Line_(geometry),1,0.134351763
Matrix_ring,Number,1,0.026268476
Line_segment,Semi-minor_axis,0,-0.025489736
Logarithm,Complex_number,0,0.109181648
Arithmetic,Parity_(mathematics),0,-0.086466693
Descartes'_rule_of_signs,Multiplication,1,0.135522718
Quadratic_formula,Addition,1,0.0626849
Exponential_function,Degree_of_a_polynomial,0,-0.007281309
Zero_(complex_analysis),Real_number,1,0.522485511
Trigonometric_tables,Mathematics,1,0.3236157
Floor_and_ceiling_functions,Real_number,0,0.213687268
Series_(mathematics),Calculus,1,0.090284206
Circular_sector,Circle,1,0.21095936
Equation,Equation_solving,0,-0.14246239
Rectangle,Geometry,1,0.26326564
Floor_and_ceiling_functions,Series_(mathematics),0,0.0568596
Mathematics,Degree_of_a_polynomial,0,-0.416075751
Polynomial,E_(mathematical_constant),0,-0.062889578
Real_number,Rational_number,0,-0.17211039
Factorization,Multiplication,1,0.125717996
Mathematics,Dependent_and_independent_variables,0,-0.33399227
Circle,Cone,0,-0.180311429
Binomial_coefficient,Integer,1,0.193701526
Rational_number,Division_(mathematics),0,-0.131341052
Polynomial,Interval_(mathematics),0,-0.014932202
Arithmetic,Partial_fraction_decomposition,0,-0.054535584
Logarithm,E_(mathematical_constant),0,-0.021119738
Determinant,Vector_(mathematics_and_physics),0,-0.10248108
Division_by_zero,Division_(mathematics),1,0.01927104
Mathematics,Logarithm,0,-0.266976517
Ellipse,Geometry,1,0.104741735
Factorization,Arithmetic,1,0.02780348
Mathematics,Equality_(mathematics),0,-0.403630684
Associative_property,Complex_number,0,0.113764495
Focus_(geometry),Ellipse,0,0.385173455
Binomial_heap,Multiplication,1,0.0
Real_number,Extended_real_number_line,0,-0.375099412
Mathematics,Operation_(mathematics),0,-0.528345099
Line¨Cline_intersection,Mathematics,1,0.001497271
Geometry,Rotation_(mathematics),0,-0.236665065
Negative_number,Rational_number,0,0.225646815
Addition,Matrix_ring,0,-0.062196403
Synthetic_division,Multiplication,1,0.084918093
Limit_of_a_function,Mathematics,1,0.425889495
Curve,Sine_wave,0,0.000723139
Multiplication,Common_logarithm,0,-0.12033732
Summation,Arithmetic,1,0.032241161
Sine_wave,Sine,1,0.002011752
Square_root,Inverse_trigonometric_functions,0,-0.096371023
Geometry,Solution_of_triangles,0,-0.221817437
Exponential_function,Addition,0,-0.003204989
Circle,Pythagorean_theorem,0,0.034469454
Addition,Complex_number,0,0.097529144
Pythagorean_trigonometric_identity,Geometry,1,0.194931387
Quadratic_formula,Polynomial,1,0.431575268
Mathematics,Slope,0,-0.411260585
Square_matrix,Main_diagonal,0,-0.198958803
Semi-major_axis,Work_(physics),0,0.016388982
Equality_(mathematics),Analytic_geometry,0,0.042812796
Negative_number,Division_(mathematics),0,0.004733472
Commutative_property,Algebraic_expression,0,-0.14366418
Scalar_(mathematics),Scalar_multiplication,0,-0.018798963
Minor_(linear_algebra),Identity_matrix,0,0.196656276
Square_root,Degree_of_a_polynomial,0,-0.046800907
Scalar_(mathematics),Vector_(mathematics_and_physics),1,-0.015592282
Even_and_odd_functions,Real_number,0,0.418897934
Logarithm,Degree_of_a_polynomial,0,-0.046650998
Identity_matrix,Matrix_(mathematics),1,0.621290426
Base_(exponentiation),Natural_logarithm,0,0.254353547
Line_(geometry),Eccentricity_(mathematics),0,-0.057371842
Mathematical_analysis,Mathematics,1,0.359762613
Plane_curve,Plane_(geometry),1,0.07680269
Force,Simple_harmonic_motion,0,-0.369934041
Number,Homogeneous_polynomial,0,-0.051310122
Geometric_series,Mathematics,1,0.438274194
Polygon,Law_of_sines,0,-0.065166875
Rational_function,Function_(mathematics),1,0.08245903
Mathematics,Cone,0,-0.240219111
Real_number,Common_logarithm,0,-0.130161723
Complex_conjugate,Real_number,1,0.509423708
Calculus,Geometric_series,0,-0.276607346
Geometry,Curve,0,-0.034945941
Polynomial,Degree_of_a_polynomial,0,-0.233438101
Chord_(geometry),Line_(geometry),1,0.015656608
Mathematics,Parallel_(geometry),0,-0.290597637
Geometry,Eccentricity_(mathematics),0,-0.099922772
Semi-major_axis,Displacement_(vector),0,0.01109281
Binomial_coefficient,Binomial_heap,1,-0.008956977
Mathematics,Domain_of_a_function,0,-0.352028441
Polynomial,Algebraic_expression,0,-0.247753185
Complex_number,Zero_(complex_analysis),0,-0.49656467
Polynomial,Graph_of_a_function,0,0.067171044
Polynomial,Integer,1,0.236859243
Base_(exponentiation),Number,1,0.198337302
Homogeneous_polynomial,Number,1,0.051310122
Addition,Homogeneous_polynomial,0,-0.083403435
Arithmetic,Addition,0,0.013143608
Binomial_heap,Factorization,0,0.011990467
Slope,Sine,0,-0.026417284
Associative_property,Division_(mathematics),0,0.070184052
Circle,Unit_circle,0,-0.179346881
Floor_and_ceiling_functions,Periodic_function,0,-0.012827135
Product_(mathematics),Mathematics,1,0.60503009
Inverse_trigonometric_functions,Domain_of_a_function,0,0.09270818
Exponentiation,Integer,0,0.238202033
Product_topology,Arithmetic,1,0.008324545
Function_(mathematics),Even_and_odd_functions,0,-0.29609946
Mathematics,Exponentiation,0,-0.321452544
Square_(algebra),Mathematics,1,0.526960722
Function_(mathematics),Equation_solving,0,-0.284190862
Natural_logarithm,Arithmetic,1,-0.038377046
Curve,Plane_curve,0,-0.022305489
Rational_root_theorem,Arithmetic,1,0.081599654
Open_set,Real_line,0,-0.188022718
Polynomial,Multiplication,1,-0.063116946
Binomial_theorem,Integer,1,0.136660684
Number,Extended_real_number_line,0,-0.336802212
Mathematics,Homogeneous_polynomial,0,-0.557391855
Multiplication,Product_(mathematics),0,-0.0714291
Graph_of_a_function,Quadrant_(plane_geometry),0,-0.063979938
Pythagorean_theorem,Function_(mathematics),0,0.043266975
Line_segment,Line_(geometry),1,-0.002281842
Sine,Law_of_sines,0,0.185752782
Mathematics,Polygon,0,-0.051480069
Factorization,Mathematics,1,0.505918982
Real_line,Geometry,1,0.165189357
Linear_equation,Geometry,1,0.148306232
Amplitude,Periodic_function,0,0.077058669
Natural_logarithm,Common_logarithm,0,-0.173282418
Dot_product,Number,1,0.023672041
Minor_(linear_algebra),Determinant,1,0.423173062
Right_triangle,Geometry,1,0.43256167
Line_(geometry),Solution_of_triangles,0,-0.082651805
Floor_and_ceiling_functions,Mathematical_proof,0,0.024286995
Linear_equation,Quadratic_equation,0,0.155738246
Multiplication,Rational_number,0,0.073881997
Scalar_multiplication,Vector_space,1,0.535258745
Number,Fundamental_theorem_of_algebra,0,0.041814982
Integer,Fundamental_theorem_of_algebra,0,-0.094947911
Quadratic_formula,Integer,1,0.187244206
Linear_function,Mathematics,1,0.470691544
Geometry,Edge_(geometry),0,-0.348854248
Periodic_function,Mathematics,1,0.488908782
Constant_function,Polynomial,0,0.226800527
Logarithm,Real_number,0,0.150574335
Polynomial_long_division,Arithmetic,1,0.079278561
Exponential_function,Arithmetic,1,-0.016880202
Real_number,Graph_of_a_function,0,-0.11113249
Circle,Cartesian_coordinate_system,0,-0.027575042
Unit_circle,Line_(geometry),1,0.119037872
Angle,Perpendicular,0,-0.231510288
Ellipse,Mathematics,1,0.139740472
Function_(mathematics),Exponential_growth,0,-0.090288218
Sine,Graph_of_a_function,0,0.120155918
Dot_product,Multiplication,1,0.023598337
Geometry,Linear_equation,0,-0.148306232
Exponential_function,E_(mathematical_constant),0,0.106547443
Eccentricity_(mathematics),Curve,1,0.032008762
Prime_number,Polynomial_long_division,0,-0.054778122
Radius,Line_(geometry),1,0.099230125
Mathematics,Limit_of_a_function,0,-0.425889495
Arithmetic,Synthetic_division,0,-0.071962691
Polygon,Triangle,0,0.141613849
Coordinate_system,Rotation_of_axes,0,-0.167344642
Mathematics,Extended_real_number_line,0,-0.462530603
Linear_inequality,Number,1,0.07032295
Number,Complex_conjugate,0,-0.172136331
Curve,Ellipse,0,0.044128934
Multiplicative_inverse,Arithmetic,1,0.09848985
Complex_plane,Geometry,1,0.053691561
Mereology,Mathematics,1,0.187416999
Sine,Inverse_trigonometric_functions,0,0.146069897
Equality_(mathematics),Linear_equation,0,-0.011256594
Homogeneous_polynomial,Mathematics,1,0.557391855
Number,Real_number,0,0.201569959
Real_number,Fundamental_theorem_of_algebra,0,-0.220421495
Geometry,Line_segment,0,-0.284836836
Complex_number,Inverse_trigonometric_functions,0,-0.211760989
Trigonometric_functions,Trigonometry,1,0.095481688
Geometry,Unit_circle,0,-0.209954239
Binomial_theorem,Mathematics,1,0.403018132
Linear_function,Perpendicular,0,0.02397181
Rational_root_theorem,Equality_(mathematics),1,0.07912996
Even_and_odd_functions,Graph_of_a_function,0,0.112277139
Linear_inequality,Algebra,1,0.029851426
Division_(mathematics),Distributive_property,0,-0.062018353
Addition,Distributive_property,0,-0.145959516
Polynomial,Real_number,0,0.198259432
Mathematics,Equation_solving,0,-0.535489923
Line_(geometry),Perpendicular,0,-0.038849571
Real_number,Distance,0,-0.131242438
Mathematics,Arithmetic,0,-0.294109094
Binomial_heap,Arithmetic,1,0.0
Empty_sum,Arithmetic,1,0.196608658
Piecewise,Function_(mathematics),1,0.316057986
Union_(set_theory),Integer,0,0.121148545
Floor_and_ceiling_functions,Division_(mathematics),0,0.062652088
Interval_(mathematics),Mathematics,1,0.356753167
Quadrant_(plane_geometry),Geometry,1,0.224531786
Mathematics,Partial_fraction_decomposition,0,-0.429441917
Asymptote,Line_(geometry),1,0.116244778
Geometry,Asymptote,0,-0.198899606
Real_line,Rational_number,1,0.287535289
Point_(geometry),Solution_of_triangles,0,-0.1025955
Integer,Function_(mathematics),0,-0.144073717
Curve,Geometry,1,0.034945941
