A,B,result,RefD
Square,Line_segment,1,-0.121555324
Pythagorean_theorem,Altitude_(triangle),0,-0.015273351
Geometry,Radius,0,-0.206624274
Isosceles_triangle,Vertex_(geometry),1,0.209218471
Parallel_(geometry),Prism_(geometry),0,-0.057999527
Rotational_symmetry,Symmetry,1,0.212793424
Altitude_(triangle),Acute_and_obtuse_triangles,0,-0.107423611
Heptagon,Vertex_(geometry),1,0.388296828
Angle,Transversal_(geometry),0,-0.474041537
Perpendicular,Pyramid_(geometry),0,0.113966407
Cross_section_(geometry),Geometry,1,0.176162273
Triangle,Distance,0,-0.008767748
Isosceles_triangle,Geometry,1,0.269979363
Quadrilateral,Internal_and_external_angle,0,-0.407006179
Parallel_(geometry),Distance,0,0.080570571
Tangent,Angle,1,0.041979126
Triangle_inequality,Pythagorean_triple,0,0.009964073
Quadrilateral,Convex_polygon,0,-0.1784533
Special_right_triangles,Line_(geometry),1,0.118290721
Polyhedron,Star_polygon,0,-0.040568407
Rotation_(mathematics),Point_(geometry),1,0.108184052
Midpoint,Circle,0,0.297927697
Geometry,Line_(geometry),0,-0.233771912
Rectangle,Convex_polygon,0,-0.233254604
Geometry,Prism_(geometry),0,-0.615823672
Angle_bisector_theorem,Triangle,1,0.103110939
Diagonal,Angle,1,0.11725593
Rectangle,Similarity_(geometry),0,-0.076570624
Angle,Quadrilateral,0,-0.158876253
Rectangle,Edge_(geometry),1,0.297212484
Face_(geometry),Geometry,1,0.619634999
Angle,Inverse_trigonometric_functions,0,-0.148740573
Altitude_(triangle),Angle,1,0.117518564
Diameter,Parallelogram,0,0.094987952
Coordinate_system,Radius,0,-0.096599827
Kite_(geometry),Quadrilateral,1,-0.121821235
Sine,Geometry,1,0.134292215
Polyhedron,Cartesian_coordinate_system,0,0.02428156
Acute_and_obtuse_triangles,Line_segment,1,0.101113933
Polygon,Quadrilateral,0,-0.205659656
Vertex_(geometry),Hexagon,0,-0.391501307
Coordinate_system,Geometry,1,0.163907806
Polygon,Octagon,0,-0.07140996
Polygon,Congruence_(geometry),0,-0.272545784
Bisection,Kite_(geometry),0,0.149994296
Circumference,Pythagorean_theorem,0,0.190046227
Pentagon,Dodecagon,0,-0.176033852
Polyhedron,Cross_section_(geometry),0,-0.045320472
Perpendicular,Tangent,0,0.037299308
Decagon,Edge_(geometry),1,0.406216833
Rectangle,Angle,1,0.155413332
Secant_line,Geometry,1,0.09601434
Trapezoid,Angle,1,0.183789975
Point_(geometry),Geometry,1,0.204878931
Altitude_(triangle),Perpendicular,1,-0.019583053
Triangle,Isosceles_triangle,0,-0.028849391
Rotation_(mathematics),Angle,1,0.154853436
Midpoint,Line_segment,1,0.214325931
Rotation_(mathematics),Line_(geometry),1,0.055695445
Right_angle,Triangle,0,0.171013146
Point_(geometry),Rotation_(mathematics),0,-0.108184052
Exterior_angle_theorem,Geometry,1,0.240744007
Polygon,Pythagorean_theorem,0,-0.12287474
Square,Reflection_symmetry,0,-0.146775245
Vertex_(geometry),Isosceles_triangle,0,-0.209218471
Diameter,Midpoint,0,-0.197590971
Similarity_(geometry),Square,0,0.125494242
Rotation_(mathematics),Rotational_symmetry,0,-0.059492028
Square,Angle,1,0.117016713
Congruence_(geometry),Isosceles_triangle,0,0.034132531
Polygon,Right_triangle,0,-0.171336005
Bisection,Midpoint,1,0.175069529
Triangle_inequality,Sphere,0,0.126988692
Prism_(geometry),Cylinder_(geometry),0,-0.185598707
Triangle,Vertex_(geometry),1,0.145290967
Parallel_(geometry),Line_(geometry),1,-0.008060184
Geometry,Perpendicular,0,-0.275652496
Line_(geometry),Exterior_angle_theorem,0,-0.048922
Right_triangle,Edge_(geometry),1,0.278119478
Hendecagon,Point_(geometry),1,-0.011834391
Octagon,Line_segment,1,0.051658477
Polyhedron,Vertex_(geometry),1,0.015976196
Diameter,Sphere,0,0.0983994
Circle,Circumference,0,-0.201629576
Line_(geometry),Chord_(geometry),0,-0.015759049
Radius,Geometry,1,0.206624274
Polygon,Geometry,1,0.325709218
Perpendicular,Plane_(geometry),0,0.247420379
Tangent,Trigonometric_functions,1,0.017648905
Vertex_(geometry),Rectangle,0,-0.396927924
Rotational_symmetry,Scale_factor,0,0.026691189
Midpoint,Coordinate_system,0,0.02591182
Reflection_symmetry,Triangle,0,0.206557489
Hexagon,Angle,1,0.049219151
Rectangle,Triangle,0,0.241017068
Circle,Two-dimensional_space,0,-0.274049362
Cartesian_coordinate_system,Point_(geometry),1,0.038706474
Slope,Grade_(slope),0,-0.015027159
Polyhedron,Rhombus,0,-0.165501447
Exterior_angle_theorem,Internal_and_external_angle,1,-0.06357247
Square,Polygon,1,-0.131251734
Midpoint,Line_(geometry),1,0.192282819
Edge_(geometry),Polygon,0,-0.020459727
Geometry,Decagon,0,-0.566034963
Angle,Triangle_inequality,0,-0.1947151
Trigonometric_functions,Polygon,1,0.018214501
Reflection_symmetry,Rotational_symmetry,0,0.03548509
Angle,Collinearity,0,-0.093240059
Dodecagon,Two-dimensional_space,0,-0.007393202
Diameter,Arc_length,0,-0.002669201
Equilateral_triangle,Pythagorean_theorem,0,-0.004891322
Face_(geometry),Tessellation,0,0.344995705
Diagonal,Edge_(geometry),1,0.225989193
Convex_polygon,Polygon,1,0.361059686
Tangent,Geometry,1,0.101796044
Polygon,Exterior_angle_theorem,0,-0.048983435
Pythagorean_theorem,Similarity_(geometry),0,-0.080071279
Convex_polygon,Edge_(geometry),1,0.283423735
Angle,Grade_(slope),0,0.003762739
Midpoint,Polygon,0,0.295050583
Rotational_symmetry,Line_(geometry),1,0.020087361
Pythagorean_theorem,Rigid_transformation,0,-0.082947404
Cartesian_coordinate_system,Plane_(geometry),1,0.136660545
Prism_(geometry),Congruence_(geometry),0,0.110203697
Geometry,Symmetry,0,-0.076175919
Prism_(geometry),Distance,0,0.015631052
Edge_(geometry),Triangle,0,-0.16405013
Right_angle,Perpendicular,0,0.132644283
Pentagon,Hexagon,0,0.068971526
Point_(geometry),Square,0,0.175317324
Reflection_(mathematics),Symmetry,1,0.051031522
Reflection_symmetry,Distance,0,0.0
Parallelogram,Face_(geometry),0,0.000190965
Concentric,Equilateral_triangle,0,0.091402898
Circle,Chord_(geometry),0,-0.07164916
Right_triangle,Square,0,0.137946375
Cartesian_coordinate_system,Distance,1,0.002282085
Triangle,Diameter,0,-0.105330736
Similarity_(geometry),Isosceles_triangle,0,0.053239545
Geometry,Concentric,0,-0.258918075
Line_(geometry),Altitude_(triangle),0,0.084175783
Special_right_triangles,Right_triangle,1,0.313710456
Point_(geometry),Sphere,0,0.113153491
Collinearity,Hexagon,0,0.10483585
Point_(geometry),Kite_(geometry),0,0.143863152
Pyramid_(geometry),Edge_(geometry),1,0.290809882
Midpoint,Arc_(geometry),0,0.140148327
Midpoint,Tangent,0,0.14595422
Bisection,Parallelogram,0,0.094691453
Line_segment,Right_triangle,0,-0.055895138
Line_segment,Triangle,0,0.117134182
Pythagorean_theorem,Perpendicular,0,-0.11256746
Polygon,Rotational_symmetry,0,-0.080396043
Perpendicular,Isosceles_triangle,0,0.017184581
Line_segment,Pythagorean_triple,0,0.008988392
Vertex_(geometry),Parallelogram,0,-0.425675272
Prism_(geometry),Line_(geometry),1,0.053970826
Geometry,Skew_lines,0,-0.363508633
Angle,Skew_lines,0,-0.226861894
Equilateral_triangle,Triangle,1,0.121900129
Quadrilateral,Kite_(geometry),0,0.121821235
Diameter,Perpendicular,0,-0.024129238
Diameter,Line_segment,1,-0.017729519
Cartesian_coordinate_system,Line_(geometry),1,0.036445369
Bisection,Point_(geometry),1,0.205316254
Arc_length,Geometry,1,0.103325319
Altitude_(triangle),Right_triangle,0,-0.028029619
Plane_(geometry),Cartesian_coordinate_system,0,-0.136660545
Parallelogram,Triangle,0,0.309315397
Altitude_(triangle),Vertex_(geometry),1,0.225324784
Line_segment,Angle_bisector_theorem,0,-0.046745218
Cylinder_(geometry),Tangent,0,0.067794915
Geometry,Right_triangle,0,-0.434071524
Vertex_(geometry),Dodecagon,0,-0.403752855
Vertex_(geometry),Pythagorean_triple,0,-0.01298289
Line_segment,Cross_section_(geometry),0,-0.046722057
Vertex_(geometry),Equilateral_triangle,0,-0.362665195
Parallel_(geometry),Square,0,0.062193306
Diameter,Chord_(geometry),1,-0.032737427
Cartesian_coordinate_system,Coordinate_system,1,-0.021717813
Self-similarity,Geometry,1,0.059609491
Slope,Sine,0,-0.026590766
Acute_and_obtuse_triangles,Angle,1,0.181433525
Tessellation,Polygon,0,-0.058066046
Acute_and_obtuse_triangles,Altitude_(triangle),0,0.107423611
Geometry,Diagonal,0,-0.202253171
Line_segment,Isosceles_triangle,0,0.026133957
Angle,Distance,0,-0.022533414
Edge_(geometry),Octagon,0,-0.257002922
Special_right_triangles,Pythagorean_theorem,0,0.370887187
Tangent,Acute_and_obtuse_triangles,0,-0.127494736
Altitude_(triangle),Bisection,0,-0.138328435
Vertex_(geometry),Congruence_(geometry),0,-0.213495416
Cylinder_(geometry),Perpendicular,0,0.041482961
Chord_(geometry),Angle,0,0.547281969
Hexagon,Line_segment,1,0.00530962
Rectangle,Reflection_symmetry,0,-0.188081765
Congruence_(geometry),Point_(geometry),1,0.004778972
Transversal_(geometry),Perpendicular,0,0.238243245
Congruence_(geometry),Edge_(geometry),1,0.008280391
Pentagon,Convex_polygon,0,-0.337579165
Point_(geometry),Star_polygon,0,0.014525837
Pentagon,Diagonal,0,-0.109748053
Parallelogram,Tangent,0,0.064626744
Exterior_angle_theorem,Sphere,0,0.083689883
Edge_(geometry),Equilateral_triangle,0,-0.197933228
Congruence_(geometry),Distance,0,0.143822511
Edge_(geometry),Hendecagon,0,-0.374098603
Cylinder_(geometry),Coordinate_system,0,0.047640298
Plane_(geometry),Line_(geometry),0,-0.205804298
Convex_polygon,Isosceles_triangle,0,0.414165801
Two-dimensional_space,Nonagon,0,-0.017981966
Cylinder_(geometry),Angle,0,0.10757177
Angle,Diagonal,0,-0.11725593
Triangle,Plane_(geometry),0,-0.005925101
Angle,Equilateral_triangle,0,-0.060718806
Rhombus,Point_(geometry),1,-0.15150748
Line_segment,Quadrilateral,0,0.117717329
Plane_(geometry),Two-dimensional_space,0,-0.312759499
Translation_(geometry),Cartesian_coordinate_system,0,0.059812251
Special_right_triangles,Rectangle,0,0.257377376
Geometry,Acute_and_obtuse_triangles,0,-0.474091673
Geometry,Midpoint,0,-0.455362218
Sine,Line_segment,1,0.063658112
Geometry,Tessellation,0,-0.275334587
Polyhedron,Trapezoid,0,-0.067913462
Line_(geometry),Sphere,0,0.129677359
Slope,Tangent,0,0.075562248
Polygon,Pythagorean_triple,0,-0.031750108
Geometry,Rotational_symmetry,0,-0.227907077
Trapezoid,Geometry,1,0.27301847
Perpendicular,Internal_and_external_angle,0,-0.118119339
Rigid_transformation,Line_(geometry),1,0.1760378
Polygon,Pentagon,0,0.146084014
Line_(geometry),Pentagon,0,0.006798127
Symmetry,Rhombus,0,0.02716858
Polygon,Internal_and_external_angle,0,-0.339172717
Tangent,Line_(geometry),1,0.034031076
Symmetry,Reflection_symmetry,0,-0.177156753
Symmetry,Parallelogram,0,0.022463678
Slope,Line_(geometry),1,0.031651247
Special_right_triangles,Triangle,1,0.394986344
Geometry,Circle,0,-0.170757747
Pentagon,Angle,1,0.073634907
Line_segment,Diameter,0,0.017729519
Geometry,Hexagon,0,-0.509800344
Edge_(geometry),Star_polygon,0,-0.256161844
Transversal_(geometry),Line_(geometry),1,0.338734507
Altitude_(triangle),Distance,1,0.017366862
Perpendicular,Angle_bisector_theorem,0,-0.027232413
Square,Parallel_(geometry),1,-0.062193306
Isosceles_triangle,Line_segment,1,-0.026133957
Pentagon,Internal_and_external_angle,0,-0.242887498
Inverse_trigonometric_functions,Geometry,1,0.060938667
Polyhedron,Symmetry,0,-0.001209036
Angle,Rotational_symmetry,0,-0.117026155
Pythagorean_theorem,Distance,0,-0.025923343
Prism_(geometry),Vertex_(geometry),1,0.43936459
Pentagon,Vertex_(geometry),1,0.383393236
Pythagorean_theorem,Congruence_(geometry),0,-0.107588715
Rectangle,Square,0,0.154179879
Quadrilateral,Rhombus,0,0.010650002
Rectangle,Circle,0,5.4819e-05
Rectangle,Line_segment,1,-0.070526086
Right_triangle,Line_(geometry),1,0.012401004
Similarity_(geometry),Self-similarity,0,0.008889654
Quadrilateral,Vertex_(geometry),1,0.361801979
Pythagorean_theorem,Right_angle,1,-0.129319172
Line_(geometry),Pythagorean_theorem,0,0.093149709
Trigonometric_functions,Similarity_(geometry),0,-0.057560546
Two-dimensional_space,Decagon,0,-0.007218526
Perpendicular,Coordinate_system,0,-0.006717757
Tangent,Vertex_(geometry),1,0.008772694
Special_right_triangles,Angle,1,0.363168802
Diagonal,Kite_(geometry),0,0.087438922
Edge_(geometry),Square,0,-0.240830181
Symmetry,Rotational_symmetry,0,-0.212793424
Reflection_symmetry,Reflection_(mathematics),1,0.147043801
Quadrilateral,Reflection_symmetry,0,-0.155493496
Geometry,Trapezoid,0,-0.27301847
Pythagorean_theorem,Sine,0,-0.270622089
Pythagorean_triple,Point_(geometry),1,0.001717811
Coordinate_system,Cartesian_coordinate_system,0,0.021717813
Trigonometric_functions,Angle,1,0.12545385
Trigonometric_functions,Line_(geometry),1,0.034922906
Triangle_inequality,Point_(geometry),1,0.110606675
Transversal_(geometry),Internal_and_external_angle,0,-0.071095865
Triangle,Quadrilateral,0,-0.254936296
Circle,Tangent,0,-0.040616084
Triangle,Tangent,0,0.03290625
Prism_(geometry),Parallel_(geometry),1,0.057999527
Rhombus,Diagonal,0,-0.034470121
Line_segment,Radius,0,-0.049628816
Congruence_(geometry),Geometry,1,0.16475156
Congruence_(geometry),Space_(mathematics),0,-0.011173797
Quadrilateral,Parallelogram,0,-0.088382329
Pentagon,Prism_(geometry),0,-0.268257742
Prism_(geometry),Parallelogram,0,0.086114692
Trigonometric_functions,Point_(geometry),1,0.007192977
Distance,Arc_length,0,0.040115334
Right_angle,Pythagorean_theorem,0,0.129319172
Triangle,Cartesian_coordinate_system,0,-0.033074247
Grade_(slope),Distance,0,0.004632801
Pythagorean_theorem,Polygon,1,0.12287474
Circle,Arc_(geometry),0,-0.009899603
Edge_(geometry),Tessellation,0,0.267747617
Trigonometric_functions,Secant_line,0,-0.040813232
Trapezoid,Point_(geometry),1,-0.141682291
Skew_lines,Point_(geometry),1,0.239447599
Rectangle,Polygon,1,0.197742183
Triangle_inequality,Internal_and_external_angle,0,0.010712616
Angle,Geometry,1,-0.007219429
Congruence_(geometry),Circle,0,0.12483578
Point_(geometry),Coordinate_system,0,-0.026239002
Perpendicular,Bisection,0,-0.170422213
Diagonal,Point_(geometry),1,-0.068921334
Similarity_(geometry),Altitude_(triangle),0,0.009442364
Diagonal,Polygon,1,0.14659202
Rotational_symmetry,Trapezoid,0,0.006410476
Geometry,Polygon,0,-0.325709218
Line_(geometry),Secant_line,0,-0.061934245
Altitude_(triangle),Congruence_(geometry),0,-0.096881898
Rhombus,Triangle,0,0.225245082
Rotational_symmetry,Distance,0,0.056404638
Pythagorean_theorem,Angle,1,0.161814145
Rectangle,Right_triangle,0,-0.030680535
Perpendicular,Distance,0,0.032941726
Pythagorean_triple,Polygon,1,0.031750108
Line_segment,Convex_polygon,0,-0.02401841
Star_polygon,Vertex_(geometry),1,0.370776244
Parallelogram,Convex_polygon,0,-0.088658118
Rotation_(mathematics),Reflection_(mathematics),0,-0.080264267
Parallelogram,Rotational_symmetry,0,0.000506274
Point_(geometry),Rigid_transformation,0,-0.236049251
Point_(geometry),Slope,0,-0.037673158
Line_segment,Internal_and_external_angle,0,-0.20057955
Line_(geometry),Polygon,0,0.218032745
Star_polygon,Angle,1,0.065355138
Vertex_(geometry),Heptagon,0,-0.388296828
Congruence_(geometry),Similarity_(geometry),0,0.026579629
Grade_(slope),Geometry,1,0.01293957
Right_angle,Point_(geometry),1,0.087518091
Reflection_symmetry,Rotation_(mathematics),1,0.071809139
Circle,Angle_bisector_theorem,0,-0.109393451
Angle,Bisection,0,-0.255429718
Sine,Edge_(geometry),1,0.003204422
Arc_(geometry),Perpendicular,0,-0.198818686
Collinearity,Circle,0,0.155661428
Coordinate_system,Sphere,0,0.065377684
Triangle,Convex_polygon,0,-0.415333082
Rhombus,Vertex_(geometry),1,0.45637324
Point_(geometry),Special_right_triangles,0,-0.086830136
Space_(mathematics),Cartesian_coordinate_system,0,0.023584252
Geometry,Hendecagon,0,-0.43456082
Geometry,Cone,0,-0.408233048
Tangent,Line_segment,1,-0.050050483
Tessellation,Sphere,0,0.048834681
Geometry,Triangle_inequality,0,-0.211293226
Pyramid_(geometry),Isosceles_triangle,0,0.180633382
Vertex_(geometry),Convex_polygon,0,-0.484410843
Vertex_(geometry),Internal_and_external_angle,0,-0.287669152
Circumference,Arc_(geometry),0,0.199887095
Vertex_(geometry),Face_(geometry),0,-0.335841109
Parallelogram,Parallel_(geometry),1,-0.031277698
Radius,Distance,0,0.002109229
Symmetry,Altitude_(triangle),0,0.03370784
Diameter,Geometry,1,0.188184488
Diagonal,Line_segment,1,-0.025368987
Two-dimensional_space,Star_polygon,0,0.001034714
Polygon,Tangent,0,0.000969351
Octagon,Polygon,1,0.07140996
Parallelogram,Angle,1,0.181446646
Hendecagon,Angle,1,0.141685705
Pythagorean_theorem,Convex_polygon,0,-0.073484637
Rhombus,Geometry,1,0.351067487
Edge_(geometry),Pythagorean_theorem,0,-0.015719675
Line_(geometry),Slope,0,-0.031651247
Two-dimensional_space,Equilateral_triangle,0,0.012853497
Polygon,Concentric,0,-0.15911778
Rectangle,Point_(geometry),1,-0.133169827
Edge_(geometry),Nonagon,0,-0.392841318
Circumference,Rhombus,0,0.249999458
Point_(geometry),Prism_(geometry),0,-0.071062352
Angle,Two-dimensional_space,0,-0.304995078
Triangle_inequality,Right_triangle,0,0.085681436
Pentagon,Geometry,1,0.443312675
Congruence_(geometry),Cartesian_coordinate_system,0,0.106123609
Triangle,Point_(geometry),1,-0.144393163
Square,Right_angle,1,-0.076763162
Rectangle,Internal_and_external_angle,0,-0.351470158
Point_(geometry),Congruence_(geometry),0,-0.004778972
Quadrilateral,Circle,0,0.082284837
Rigid_transformation,Symmetry,1,0.256625619
Concentric,Circle,0,0.187150863
Circumference,Sphere,0,0.206722535
Angle_bisector_theorem,Altitude_(triangle),0,0.031166542
Reflection_symmetry,Kite_(geometry),0,0.141581971
Line_(geometry),Congruence_(geometry),0,-0.048220843
Hendecagon,Edge_(geometry),1,0.374098603
Geometry,Parallelogram,0,-0.341859359
Edge_(geometry),Face_(geometry),0,-0.122667389
Exterior_angle_theorem,Line_(geometry),1,0.048922
Angle,Altitude_(triangle),0,-0.117518564
Line_(geometry),Trigonometric_functions,0,-0.034922906
Star_polygon,Geometry,1,0.403802744
Polygon,Trigonometric_functions,0,-0.018214501
Line_(geometry),Pythagorean_triple,0,-0.010795871
Collinearity,Sphere,0,0.062691997
Chord_(geometry),Diameter,0,0.032737427
Geometry,Pythagorean_theorem,0,-0.123822484
Line_segment,Rectangle,0,0.070526086
Perpendicular,Slope,0,0.000219357
Hexagon,Point_(geometry),1,-0.037512637
Edge_(geometry),Kite_(geometry),0,-0.160078871
Right_triangle,Circle,0,0.110698458
Polyhedron,Polygon,1,0.025665976
Point_(geometry),Circle,0,0.061776951
Congruence_(geometry),Tessellation,0,0.065083001
Internal_and_external_angle,Edge_(geometry),1,0.137971297
Square,Vertex_(geometry),1,0.411367038
Bisection,Triangle,0,0.395479401
Tessellation,Geometry,1,0.275334587
Heptagon,Radius,0,0.029736905
Angle,Star_polygon,0,-0.065355138
Edge_(geometry),Polyhedron,0,0.17364614
Square,Kite_(geometry),0,0.015801859
Line_(geometry),Point_(geometry),1,0.080732343
Bisection,Collinearity,0,-0.038311302
Reflection_(mathematics),Two-dimensional_space,0,-0.051876547
Line_(geometry),Edge_(geometry),0,-0.041499863
Polygon,Rhombus,0,-0.19504699
Diameter,Pythagorean_theorem,0,0.07274859
Geometry,Rectangle,0,-0.26646204
Circumference,Geometry,1,0.310204452
Polyhedron,Tessellation,0,0.027199312
Triangle,Tessellation,0,0.009572966
Triangle,Right_triangle,0,-0.269608713
Concentric,Geometry,1,0.258918075
Pentagon,Two-dimensional_space,0,-0.027406392
Tangent,Hexagon,0,-0.050982281
Radius,Circle,1,0.167327765
Octagon,Vertex_(geometry),1,0.395511852
Pythagorean_theorem,Pythagorean_triple,0,-0.052292482
Bisection,Trapezoid,0,0.044126141
Geometry,Sphere,0,0.008079055
Polygon,Sphere,0,-0.026760853
Rotational_symmetry,Rhombus,0,0.000208442
Polygon,Acute_and_obtuse_triangles,0,-0.296484739
Vertex_(geometry),Tangent,0,-0.008772694
Geometry,Point_(geometry),0,-0.204878931
Geometry,Pentagon,0,-0.443312675
Parallelogram,Circumference,0,-0.271624736
Pythagorean_theorem,Line_segment,1,-0.066913803
Cylinder_(geometry),Sphere,0,0.233593938
Arc_length,Radius,0,-0.056238298
Geometry,Sine,0,-0.134292215
Nonagon,Point_(geometry),1,-0.005523341
Angle,Congruence_(geometry),0,-0.177899942
Pentagon,Line_segment,1,0.072466103
Pythagorean_triple,Line_segment,1,-0.008988392
Line_segment,Polygon,0,0.197135858
Line_(geometry),Plane_(geometry),0,0.205804298
Decagon,Polygon,1,0.194593842
Similarity_(geometry),Geometry,1,0.167292339
Line_(geometry),Rotation_(mathematics),0,-0.055695445
Pyramid_(geometry),Line_(geometry),1,-0.152261065
Parallelogram,Rhombus,0,0.143037336
Radius,Coordinate_system,0,0.096599827
Triangle_inequality,Vertex_(geometry),1,0.115994526
Perpendicular,Cartesian_coordinate_system,0,-0.008070936
Triangle,Congruence_(geometry),0,-0.181450461
Two-dimensional_space,Sphere,0,0.270906131
Geometry,Grade_(slope),0,-0.01293957
Point_(geometry),Secant_line,0,-0.056073863
Bisection,Congruence_(geometry),0,0.098082253
Diameter,Line_(geometry),1,-0.026088254
Angle,Sine,0,-0.240983411
Bisection,Rhombus,0,0.114154539
Dodecagon,Edge_(geometry),1,0.277075013
Plane_(geometry),Geometry,1,0.082464963
Internal_and_external_angle,Polygon,1,0.339172717
Secant_line,Line_(geometry),1,0.061934245
Line_segment,Translation_(geometry),0,-0.014702441
Geometry,Chord_(geometry),0,-0.221004998
Reflection_symmetry,Perpendicular,0,0.153053102
