A,B,result,RefD
Force,Work_(physics),0,-0.139595364
Cartesian_coordinate_system,Angle,1,0.062112162
Common_logarithm,Base_(exponentiation),1,-0.023582068
Mathematics,Complex_plane,0,-0.512738673
Mathematics,Angle,0,-0.158316442
Determinant,Main_diagonal,0,-0.492983777
Addition,Coproduct,0,0.009891057
Geometry,Trigonometry,0,-0.189135918
Matrix_(mathematics),Vector_field,0,-0.117894074
Equation,Parametric_equation,0,0.039095017
Complex_number,Number,1,-0.212390541
Binomial_heap,Binomial_coefficient,0,0.008956977
Set_(mathematics),Commutative_property,0,-0.300563373
Quadratic_function,Graph_of_a_function,0,0.218271677
Mathematics,Analytic_geometry,0,-0.312522209
Integer,Binomial_heap,0,-0.063915828
Number,Algebra,0,-0.010357038
Degree_(angle),Minute_and_second_of_arc,0,-0.253537947
Geometry,Trigonometric_tables,0,-0.135460521
Geometry,Mathematics,1,0.199504702
Image_(mathematics),Vector_field,0,-0.006073609
Angle,Right_angle,0,-0.411635253
Circle,Eccentricity_(mathematics),0,-0.141417416
Degree_of_a_polynomial,Polynomial,1,0.233438101
Position_(vector),Euclidean_vector,1,0.119360653
Mathematics,Even_and_odd_functions,0,-0.406298803
Monotonic_function,Mathematics,1,0.562651191
Mathematics,Real_line,0,-0.499465965
Periodic_function,Mathematics,1,0.488908782
Mathematics,Line_segment,0,-0.296333586
Exponential_growth,Function_(mathematics),1,0.090288218
Range_(statistics),Mathematics,1,0.033428078
Multiplication,Synthetic_division,0,-0.084918093
Algebraic_operation,Algebra,1,0.22156886
Polar_coordinate_system,Geometry,1,0.143746469
Function_(mathematics),Domain_of_a_function,0,-0.458400403
Mathematics,Binomial_coefficient,0,-0.436610736
Number,Cartesian_coordinate_system,0,-0.018110544
Basis_(linear_algebra),Mathematics,1,0.592463518
Mathematics,Rectangle,0,-0.049323171
Equation,Inequality_(mathematics),0,-0.011086056
Polynomial,Equation,0,-0.182629887
Equation_solving,Number,1,0.123425418
Addition,Integer,0,0.186766581
Triangle,Point_(geometry),1,-0.144577245
Addition,Binomial_theorem,0,-0.01590011
Mathematics,Product_(mathematics),0,-0.60503009
Polynomial_long_division,Polynomial,1,0.434674991
Polygon,Solution_of_triangles,0,-0.138673595
Vector_field,Real_number,0,0.114314453
Addition,Rational_root_theorem,0,-0.155141329
Complex_number,Multiplicative_inverse,0,-0.328643603
Linear_inequality,Mathematics,1,0.304515442
Natural_number,Set-builder_notation,0,-0.323413294
Fundamental_theorem_of_algebra,Mathematics,1,0.389948647
Natural_logarithm,Common_logarithm,0,-0.173282418
Scientific_notation,Base_(exponentiation),0,-0.075264794
Logarithm,Sine,0,-0.078784336
Circle,Circular_motion,0,-0.053233157
Mathematics,Geometric_series,0,-0.438274194
Real_number,Complex_conjugate,0,-0.509423708
Polynomial_long_division,Number,1,0.041992037
Rational_function,Real_number,0,0.23303211
Solution_of_triangles,Angle,1,0.341114511
Trigonometry,Sine,0,-0.254868107
Cone,Mathematics,1,0.240219111
Law_of_sines,Area,0,0.04122088
Geometry,Radius,0,-0.206546305
Mathematics,Algebraic_expression,0,-0.626838964
Square_(algebra),Square_root,0,0.097316982
Algebraic_equation,Number,1,0.116433398
Arithmetic,Formula,0,-0.0972451
Equation,Linear_inequality,0,-0.00672301
Perpendicular,Cone,0,-0.061464679
Equality_(mathematics),Algebraic_equation,0,-0.048026716
Base_(exponentiation),Number,1,0.198337302
Linear_function,Analytic_geometry,0,0.002637946
Mathematics,Synthetic_division,0,-0.370981733
Trigonometric_substitution,Trigonometric_functions,1,-0.041677763
Nth_root,Square_root,0,0.107549218
Multiplication,Multiplicative_inverse,0,-0.109470926
Algebraic_expression,Polynomial,1,0.247753185
Monomial,Change_of_variables,0,-0.023530908
Line_segment,Right_triangle,0,-0.055378234
Multiplication,Binomial_coefficient,0,-0.068571965
Square_matrix,Identity_matrix,0,0.001179942
Sine,Cartesian_coordinate_system,0,0.107030617
Rational_number,Sine,0,-0.130293403
Identity_matrix,Elementary_matrix,0,-0.060531056
Range_(statistics),Image_(mathematics),0,-0.004819993
Radius,Line_(geometry),1,0.099230125
Line_(geometry),Equation,0,-0.070157609
Mathematics,Base_(exponentiation),0,-0.564527849
Mathematics,Trigonometric_substitution,0,-0.390004524
Sine,Sine_wave,0,-0.002011752
Dot_product,Multiplication,1,0.023598337
Integer,Binomial_theorem,0,-0.136660684
Linear_function,Equation,0,-0.022120568
Equality_(mathematics),Linear_equation,0,-0.011256594
Real_line,Mathematics,1,0.499465965
Cross_product,Number,1,0.025470761
Asymptote,Polynomial_long_division,0,0.001449047
Geometry,Pythagorean_trigonometric_identity,0,-0.194931387
Geometric_series,Calculus,1,0.276607346
Scalar_multiplication,Multiplication,1,0.072658741
Circular_motion,Geometry,1,0.081479563
Circular_sector,Mathematics,1,0.035029069
Number,Extended_real_number_line,0,-0.336802212
Matrix_ring,Number,1,0.026268476
Number,Factorization,0,-0.110160607
Parametric_equation,Mathematics,1,0.42979246
Angle,Analytic_geometry,0,-0.201612833
Calculus,Linear_function,0,-0.493321745
Maxima_and_minima,Real_number,0,0.264288657
Mathematics,Circle,0,-0.232553027
Addition,Binomial_heap,0,0
Quadratic_formula,Quadratic_equation,1,0.345406708
E_(mathematical_constant),Base_(exponentiation),0,-0.208872611
Limit_(mathematics),Work_(physics),0,-0.011919566
Product_topology,Arithmetic,1,0.008324545
Expression_(mathematics),Mathematics,1,0.367491185
Algebraic_expression,Rational_number,0,0.305268518
Number,Distributive_property,0,-0.115399702
Division_(mathematics),Number,1,0.089030672
Common_logarithm,Multiplication,1,0.12033732
Addition,Homogeneous_polynomial,0,-0.083403435
Natural_number,Real_number,0,-0.075460492
Function_(mathematics),Even_and_odd_functions,0,-0.29609946
Synthetic_division,Integer,1,0.200952324
Inequality_(mathematics),Equation,1,0.011086056
Equality_(mathematics),Mathematics,1,0.403630684
Line_(geometry),Cone,0,-0.114826748
Number,Addition,0,-0.00583105
Geometry,Inverse_trigonometric_functions,0,-0.060600771
Real_number,Domain_of_a_function,0,-0.11464351
Polynomial_long_division,Division_(mathematics),1,0.026273309
Matrix_multiplication,Vector_(mathematics_and_physics),0,-0.011965177
Sine_wave,Sine,1,0.002011752
Commutative_property,Function_(mathematics),0,0.270052082
Transformation_(function),Geometry,0,0.224778525
Line_segment,Cylinder_(geometry),0,-0.113710281
Range_(statistics),Domain_of_a_function,0,0.009017945
Rationalisation_(mathematics),Nth_root,0,0.200204494
Trigonometry,Law_of_sines,0,-0.024848176
Square_root,Cartesian_coordinate_system,0,0.026710495
Number,Differential_equation,0,0.022692969
Polynomial,Quadratic_formula,0,-0.431575268
Mathematics,Division_by_zero,0,-0.355538326
Mathematics,Series_(mathematics),0,-0.492039357
Exponential_function,Scientific_notation,0,0.009345008
Real_number,Closed_set,0,-0.284346423
Secant_line,Calculus,0,0.469778266
Binomial_theorem,Integer,1,0.136660684
Vertical_line_test,Function_(mathematics),1,0.453555552
Exponentiation,Common_logarithm,0,-0.127756257
Scalar_(mathematics),Real_number,0,0.413386686
Mathematics,Formula,0,-0.188839943
Binary_logarithm,Base_(exponentiation),1,-0.126648741
Rational_root_theorem,Number,1,0.15773692
Exponential_function,Exponentiation,1,-0.015125866
Number,Common_logarithm,0,-0.037308979
Angle,Mathematics,1,0.158316442
Geometry,Trigonometric_substitution,0,-0.047290313
Complex_number,Natural_number,0,-0.045045673
Plane_(geometry),Polar_coordinate_system,0,-0.031827895
Division_(mathematics),Synthetic_division,0,-0.04227577
Real_line,Number,1,0.100713717
Exponentiation,Set_(mathematics),0,0.114003625
Integer,Degree_of_a_polynomial,0,-0.246740225
Subtraction,Arithmetic,1,0.093550987
Product_(mathematics),Dot_product,0,0.214094107
Right_angle,Mathematics,1,0.269592356
Multiplication,Scientific_notation,0,0.033486183
Number,Polar_coordinate_system,0,0.006992081
Solution_of_triangles,Mathematics,1,0.11035269
Integer,Set_(mathematics),0,-0.083175772
Exponential_function,Logarithm,0,0.006738692
Minute_and_second_of_arc,Angle,0,0.109993165
Plane_curve,Plane_(geometry),1,0.07680269
Even_and_odd_functions,Graph_of_a_function,0,0.112277139
Exponentiation,Exponential_growth,0,-0.281791044
Function_(mathematics),Real_number,0,0.19096331
Pythagorean_trigonometric_identity,Pythagorean_theorem,1,0.191558091
E_(mathematical_constant),Natural_logarithm,0,-0.080853337
Function_(mathematics),Monotonic_function,0,-0.160377576
Quadratic_equation,Mathematics,1,0.381176578
Equation,Differential_equation,0,0.140827238
Geometry,Rotation_of_axes,0,-0.277343267
Edge_(geometry),Line_segment,1,0.081408107
Vector_(mathematics_and_physics),Calculus,0,0.131004905
Solution_of_triangles,Trigonometry,1,0.441726667
Function_(mathematics),Inverse_function,0,-0.16854832
Polynomial,Multiplication,1,-0.063116946
Square_root,Square_(algebra),1,-0.097316982
Dependent_and_independent_variables,Mathematics,1,0.33399227
Mathematics,Eccentricity_(mathematics),0,-0.089500477
Mathematics,Ellipse,0,-0.139740472
Coordinate_system,Rotation_of_axes,0,-0.167344642
Matrix_ring,Mathematics,1,0.559718882
Geometry,Perpendicular,0,-0.275427976
Exponential_function,Multiplication,1,-0.058971857
Cubic_function,Function_(mathematics),1,0.246350716
Quadrant_(plane_geometry),Number,1,-0.001312364
Polynomial,Homogeneous_polynomial,0,-0.34493785
Number,Coordinate_system,0,-0.031068791
Interval_(mathematics),Empty_set,0,0.116719986
Coordinate_system,Equation,0,0.037226861
Number,System_of_linear_equations,0,-0.080025529
Cartesian_coordinate_system,Distance,1,0.002231699
Mathematics,Unit_circle,0,-0.348739825
Geometry,Line_segment,0,-0.284836836
Zero_of_a_function,Mathematics,1,0.488765725
Exponentiation,Rational_number,0,0.002733787
Semi-major_axis,Work_(physics),0,0.016388982
Number,Binomial_heap,0,0
Arithmetic,Rational_root_theorem,0,-0.081599654
Amplitude,Displacement_(vector),0,0.004206698
Trigonometry,Inverse_trigonometric_functions,0,-0.077035732
Exponentiation,Exponential_function,0,0.015125866
Logarithm,Addition,0,-0.057628905
Algebra,Algebraic_expression,0,-0.165458804
Secant_line,Line_(geometry),1,0.061214177
Exponentiation,Degree_of_a_polynomial,0,-0.093169512
Line_(geometry),Conic_section,0,-0.041645663
Perpendicular,Cartesian_coordinate_system,0,-0.007941759
Mathematics,Differential_equation,0,-0.372276505
Complex_number,Identity_(mathematics),0,-0.252406124
Pythagorean_theorem,Mathematics,1,0.237986033
Equation_solving,Domain_of_a_function,0,0.179620619
Addition,Matrix_ring,0,-0.062196403
Rational_root_theorem,Equation_solving,1,-0.010254506
Logarithm,Identity_(mathematics),0,-0.071779914
Mathematics,Cubic_function,0,-0.349725368
Mathematics,Identity_(mathematics),0,-0.326687519
Geometry,Orientation_(geometry),0,-0.326751895
Equation,System_of_linear_equations,0,0.010386007
Square_(algebra),Number,1,0.117728501
Perpendicular,Line_(geometry),1,0.038849571
Mathematics,Logarithm,0,-0.266976517
Geometry,Unit_circle,0,-0.209954239
Geometry,Circular_motion,0,-0.081479563
Open_set,Set_(mathematics),1,0.245246798
Rational_root_theorem,Rational_number,1,0.195804766
Rotation_(mathematics),Mathematics,1,0.370956492
Geometry,Rectangle,0,-0.26326564
Quadratic_equation,Nth_root,0,-0.020935034
Rotation_of_axes,Ellipse,0,0.289637629
Transformation_(function),Coordinate_system,0,0.078069495
Equation,Geometry,0,0.156039474
Mathematics,Cartesian_coordinate_system,0,-0.333970749
Range_(statistics),Limit_(mathematics),0,0.011203397
Trigonometry,Pythagorean_trigonometric_identity,0,-0.19404695
Integer,Algebraic_expression,0,-0.396692092
Mathematics,Rotation_(mathematics),0,-0.370956492
Algebraic_expression,Arithmetic,1,0.171657931
Prime_number,Polynomial_long_division,0,-0.054778122
Polynomial,Rational_root_theorem,0,-0.368322695
Minor_(linear_algebra),Matrix_(mathematics),1,0.527777317
Linear_function,Mathematics,1,0.470691544
Complex_number,Subtraction,0,-0.301040208
Radius,Geometry,1,0.206546305
Floor_and_ceiling_functions,Binomial_coefficient,0,0.017810531
Vertical_line_test,Geometry,1,0
Synthetic_division,Factorization,0,-0.037592859
Binomial_theorem,Polynomial,1,0.089571675
Matrix_(mathematics),Vector_(mathematics_and_physics),0,-0.14330926
Parallel_(geometry),Line_(geometry),1,-0.00803813
Polynomial,Addition,1,0.017424856
Matrix_(mathematics),Square_matrix,0,-0.54410813
Multiplication,Empty_set,0,0.01994263
Sign_(mathematics),Inverse_element,0,0.027893763
Synthetic_division,Mathematics,1,0.370981733
Negative_number,Subtraction,0,0.038804154
Binomial_heap,Number,1,0
Perpendicular,Analytic_geometry,0,0.026363852
Circular_sector,Curve,1,0.025549659
Radius,Line_segment,1,0.049627081
Linear_equation,Line_(geometry),1,0.134351763
Natural_logarithm,E_(mathematical_constant),1,0.080853337
Zero_of_a_function,Graph_of_a_function,0,0.13391973
Circle,Conic_section,0,-0.123220075
Parity_(mathematics),Square_(algebra),0,-0.027505767
Imaginary_number,Real_number,1,0.552062381
Coordinate_system,Vector_field,0,-0.039482516
Binary_number,Number,1,-0.015108263
Line_segment,Transformation_(function),0,-0.07596311
Arithmetic,Product_(mathematics),0,-0.056658885
Distance,Cartesian_coordinate_system,0,-0.002231699
Right_angle,Angle,1,0.411635253
Symmetry,Geometry,0,0.075739619
Binary_logarithm,Common_logarithm,0,-0.04069405
Integer,Function_(mathematics),0,-0.144073717
Matrix_ring,Addition,1,0.062196403
Ellipse,Curve,1,-0.044128934
Binomial_coefficient,Binomial_theorem,1,0.037962497
Edge_(geometry),Line_(geometry),1,0.041508121
Geometry,Sine,0,-0.133903656
Angle,Solution_of_triangles,0,-0.341114511
Linear_equation,Graph_of_a_function,0,0.148430498
Geometry,Line_(geometry),0,-0.233455639
Triangle,Geometry,1,0.209265236
Equation,Algebraic_equation,0,-0.140782555
Addition,Equation,0,-0.077971575
Infinity,Limit_(mathematics),0,-0.071951056
Polynomial,Integer,1,0.236859243
Vector_(mathematics_and_physics),Position_(vector),0,-0.04903861
Law_of_sines,Spherical_law_of_cosines,0,-0.158441183
Number,Product_(mathematics),0,-0.084162823
Partial_fraction_decomposition,Polynomial_long_division,0,0.123113652
Linear_equation,Change_of_variables,0,-0.021219418
Cartesian_coordinate_system,Perpendicular,1,0.007941759
Polynomial,Fundamental_theorem_of_algebra,0,-0.101427909
Base_(exponentiation),Common_logarithm,0,0.023582068
Geometry,Eccentricity_(mathematics),0,-0.099922772
Domain_of_a_function,Cartesian_coordinate_system,0,-0.028618333
Polynomial,Linear_function,0,-0.080045116
Mathematics,Arithmetic_mean,0,-0.065241116
Function_(mathematics),Limit_of_a_function,0,-0.270777447
Fundamental_theorem_of_algebra,Real_number,1,0.220421495
Algebraic_expression,Subtraction,0,0.214589543
Equality_(mathematics),Identity_(mathematics),0,-0.04629034
Cross_product,Real_number,0,0.238741927
Division_(mathematics),Real_number,0,0.273938601
Number,Linear_inequality,0,-0.07032295
Mathematics,Summation,0,-0.509298183
Multiplication,Commutative_property,0,-0.05671701
Linear_function,Derivative,0,0.313499315
Multiplication,Binary_logarithm,0,-0.052590261
Logarithm,Natural_number,0,0.049811236
Cone,Geometry,1,0.408181241
Linear_equation,Complex_number,0,0.36069239
Norm_(mathematics),Vector_(mathematics_and_physics),1,-0.146108852
Empty_sum,Summation,1,0.105670072
Transformation_(function),Circle,0,0.102543723
Graph_of_a_function,Vertical_line_test,0,-0.30040018
Integer,Rational_number,0,-0.390263081
Trigonometric_tables,Trigonometry,1,0.21414979
Associative_property,Real_number,0,0.171279295
Equation_solving,Empty_set,0,0.118330696
Cross_product,Arithmetic,1,0.006343049
Binary_logarithm,Arithmetic,1,0.034339409
Point_(geometry),Chord_(geometry),0,-0.025012904
